,TEAM,GAME DATE,MIN,EFG%,FTA RATE,TOV%,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_OREB%,OPP,REST,OPP_REST,W/L,Home/Away,+/-
160,CLE,12/09/2017,48,57.3%,0.32,18.5,15.8%,54.5%,0.16699999999999998,19.8,20.6%,PHI,1,2,1,1,7
161,CLE,12/12/2017,48,67.4%,0.11599999999999999,13.3,18.2%,55.4%,0.141,10.2,24.4%,ATL,3,2,1,1,9
162,DAL,10/18/2017,48,54.1%,0.244,15.6,20.0%,55.9%,0.16,13.1,30.4%,ATL,0,0,0,1,-6
163,DAL,10/20/2017,48,48.7%,0.28,13.4,14.6%,48.3%,0.149,16.4,35.6%,SAC,2,2,0,1,-5
164,DAL,10/21/2017,48,44.6%,0.25,14.1,14.8%,54.3%,0.268,15.2,19.5%,HOU,1,3,0,0,-16
165,DAL,10/23/2017,48,44.3%,0.313,11.2,25.9%,64.5%,0.302,15.5,26.3%,GSW,2,2,0,1,-30
166,DAL,10/25/2017,48,56.1%,0.392,11.7,11.8%,54.2%,0.33299999999999996,19.0,16.2%,MEM,2,2,1,1,9
167,DAL,10/26/2017,48,39.4%,0.213,14.2,32.7%,47.9%,0.41100000000000003,18.9,20.5%,MEM,1,1,0,0,-5
168,DAL,10/28/2017,48,64.2%,0.257,18.5,8.8%,58.6%,0.161,14.6,26.8%,PHI,2,3,0,1,-2
169,DAL,10/30/2017,48,52.6%,0.145,25.0,23.7%,56.8%,0.185,14.6,15.4%,UTA,2,2,0,0,-15
170,DAL,11/01/2017,48,46.1%,0.225,13.6,17.6%,60.9%,0.37200000000000005,16.0,19.4%,LAC,2,2,0,0,-21
171,DAL,11/03/2017,48,43.8%,0.25,14.5,17.0%,44.4%,0.292,13.3,19.1%,NOP,2,2,0,1,-5
172,DAL,11/04/2017,48,51.7%,0.138,15.0,15.6%,60.8%,0.253,19.6,29.4%,MIN,1,3,0,0,-13
173,DAL,11/07/2017,48,53.3%,0.22,11.9,23.4%,49.3%,0.42700000000000005,14.8,6.7%,WAS,3,2,1,0,14
174,DAL,11/11/2017,48,47.8%,0.228,10.7,17.3%,50.6%,0.43200000000000005,16.4,23.3%,CLE,4,2,0,1,-7
175,DAL,11/12/2017,48,48.9%,0.207,19.2,24.4%,60.4%,0.45799999999999996,16.9,9.1%,OKC,1,2,0,0,-13
176,DAL,11/14/2017,48,46.9%,0.222,15.2,11.4%,48.1%,0.342,12.6,18.6%,SAS,2,3,0,1,-6
177,DAL,11/17/2017,48,41.9%,0.198,11.8,22.9%,54.2%,0.27399999999999997,10.7,26.8%,MIN,3,2,0,1,-24
178,DAL,11/18/2017,48,60.1%,0.24100000000000002,18.3,18.9%,41.9%,0.419,14.0,16.0%,MIL,1,3,1,1,32
179,DAL,11/20/2017,53,44.3%,0.20800000000000002,10.2,14.3%,53.0%,0.31,15.8,11.9%,BOS,2,2,0,1,-8
180,DAL,11/22/2017,48,47.8%,0.17600000000000002,7.8,8.0%,50.0%,0.17300000000000001,17.3,14.3%,MEM,2,2,1,0,1
181,DAL,11/25/2017,48,59.3%,0.147,19.1,20.5%,44.4%,0.163,17.9,18.6%,OKC,3,1,1,1,16
182,DAL,11/27/2017,48,56.5%,0.2,11.1,9.3%,58.5%,0.256,10.3,10.0%,SAS,2,2,0,0,-7
183,DAL,11/29/2017,48,51.8%,0.25,11.3,15.6%,52.8%,0.278,13.9,27.5%,BKN,2,2,0,1,-5
184,DAL,12/02/2017,48,55.7%,0.32899999999999996,18.4,35.7%,38.4%,0.267,11.4,22.0%,LAC,3,2,1,1,26
185,DAL,12/04/2017,48,64.0%,0.198,7.3,12.8%,49.5%,0.253,7.5,28.8%,DEN,2,2,1,1,17
186,DAL,12/06/2017,48,44.8%,0.198,11.2,12.0%,48.3%,0.195,12.3,18.8%,BOS,2,2,0,0,-7
187,DAL,12/08/2017,48,53.3%,0.34700000000000003,12.7,10.8%,50.6%,0.43,10.3,17.9%,MIL,2,2,0,0,-7
188,DAL,12/10/2017,48,52.5%,0.111,12.2,14.3%,54.9%,0.319,19.8,25.0%,MIN,2,4,0,0,-5
189,DEN,10/18/2017,48,55.2%,0.156,22.6,18.9%,56.2%,0.198,15.5,16.2%,UTA,0,0,0,0,-10
190,DEN,10/21/2017,48,49.4%,0.235,17.4,40.0%,41.2%,0.153,15.1,23.1%,SAC,3,1,1,1,17
191,DEN,10/23/2017,48,53.8%,0.28800000000000003,22.1,24.3%,49.4%,0.33299999999999996,14.8,22.2%,WAS,2,3,0,1,-5
192,DEN,10/25/2017,48,42.0%,0.15,13.6,31.0%,54.9%,0.321,14.5,23.3%,CHA,2,2,0,0,-17
193,DEN,10/27/2017,48,48.4%,0.253,11.8,25.6%,49.4%,0.135,12.6,23.9%,ATL,2,1,1,0,5
194,DEN,10/29/2017,48,55.9%,0.23399999999999999,5.7,9.3%,46.9%,0.32299999999999995,13.9,28.8%,BKN,2,2,1,0,13
195,DEN,10/30/2017,48,51.8%,0.365,13.2,25.5%,57.9%,0.28,22.1,32.4%,NYK,1,1,0,0,-6
196,DEN,11/01/2017,48,62.5%,0.33,11.6,23.7%,55.9%,0.294,13.9,20.9%,TOR,2,2,1,1,18
197,DEN,11/03/2017,48,50.6%,0.313,17.9,28.3%,56.5%,0.14300000000000002,23.8,22.2%,MIA,2,2,1,1,1
198,DEN,11/04/2017,48,49.4%,0.31,16.7,20.9%,64.8%,0.187,14.1,15.9%,GSW,1,2,0,1,-19
199,DEN,11/07/2017,48,52.2%,0.215,17.0,18.8%,48.9%,0.247,21.6,17.4%,BKN,3,1,1,1,8
200,DEN,11/09/2017,48,51.8%,0.268,19.7,35.0%,48.3%,0.156,18.7,36.7%,OKC,2,2,1,1,8
201,DEN,11/11/2017,48,59.8%,0.31,13.1,31.7%,53.4%,0.23,12.0,17.8%,ORL,2,1,1,1,18
202,DEN,11/13/2017,48,41.1%,0.179,20.3,25.5%,56.8%,0.247,23.2,25.8%,POR,2,3,0,0,-17
203,DEN,11/17/2017,48,73.0%,0.23600000000000002,15.0,38.2%,59.3%,0.11,12.9,18.6%,NOP,4,2,1,1,32
204,DEN,11/19/2017,48,50.6%,0.41700000000000004,20.3,34.0%,59.0%,0.16,13.8,30.2%,LAL,2,2,0,0,-18
205,DEN,11/20/2017,48,57.6%,0.233,14.8,32.6%,52.3%,0.105,14.1,12.5%,SAC,1,2,1,0,16
206,DEN,11/22/2017,48,46.0%,0.264,20.4,28.3%,65.9%,0.28,17.6,22.2%,HOU,2,4,0,0,-30
207,DEN,11/24/2017,48,56.3%,0.32899999999999996,21.8,42.9%,55.5%,0.21899999999999997,18.9,7.9%,MEM,2,2,1,1,12
208,DEN,11/28/2017,48,40.4%,0.205,19.8,26.1%,56.3%,0.10300000000000001,11.8,23.1%,UTA,4,3,0,0,-29
209,DEN,11/30/2017,48,53.0%,0.373,12.3,24.4%,59.1%,0.256,11.4,15.4%,CHI,2,2,1,1,1
210,DEN,12/02/2017,48,52.9%,0.322,11.7,20.5%,49.4%,0.244,21.2,36.2%,LAL,2,3,1,1,15
211,DEN,12/04/2017,48,49.5%,0.253,7.5,28.8%,64.0%,0.198,7.3,12.8%,DAL,2,2,0,0,-17
212,DEN,12/06/2017,48,52.1%,0.23399999999999999,8.8,20.8%,60.5%,0.337,12.9,26.8%,NOP,2,2,0,0,-9
213,DEN,12/08/2017,48,52.9%,0.188,13.1,16.2%,42.8%,0.27699999999999997,15.4,22.4%,ORL,2,2,1,0,14
214,DEN,12/10/2017,53,54.2%,0.179,20.9,39.6%,58.1%,0.237,10.7,28.2%,IND,2,2,0,0,-10
215,DEN,12/12/2017,48,57.0%,0.177,17.7,17.1%,41.1%,0.278,21.3,22.4%,DET,2,2,1,0,19
216,DET,10/18/2017,48,47.4%,0.125,8.9,17.0%,45.9%,0.397,17.0,7.3%,CHA,0,0,1,1,12
217,DET,10/20/2017,48,55.2%,0.23,18.1,25.0%,57.3%,0.467,16.9,23.3%,WAS,2,2,0,0,-4
218,DET,10/21/2017,48,53.3%,0.165,13.6,35.7%,50.6%,0.38299999999999995,14.5,30.0%,NYK,1,2,1,0,4
219,DET,10/23/2017,48,42.4%,0.22399999999999998,14.2,18.0%,52.7%,0.32,21.3,21.1%,PHI,2,2,0,1,-11
220,DET,10/25/2017,48,60.3%,0.185,14.6,28.6%,48.8%,0.247,13.8,16.7%,MIN,2,1,1,1,21
221,DET,10/28/2017,48,46.0%,0.239,13.2,25.0%,42.3%,0.262,19.5,28.3%,LAC,3,2,1,0,8
222,DET,10/29/2017,48,52.7%,0.183,14.4,36.2%,63.6%,0.156,26.5,33.3%,GSW,1,2,1,0,8
223,DET,10/31/2017,48,48.9%,0.032,13.2,19.2%,56.0%,0.154,14.0,24.4%,LAL,2,3,0,0,-20
224,DET,11/03/2017,48,52.6%,0.359,14.4,19.4%,53.0%,0.10800000000000001,14.9,17.9%,MIL,3,2,1,1,9
225,DET,11/04/2017,48,58.9%,0.278,15.7,21.6%,59.2%,0.171,18.6,10.0%,SAC,1,3,1,1,9
226,DET,11/08/2017,48,59.0%,0.301,17.3,20.5%,47.2%,0.205,14.4,14.3%,IND,4,1,1,1,17
227,DET,11/10/2017,48,50.6%,0.303,17.4,37.0%,53.9%,0.124,16.2,26.2%,ATL,2,4,1,1,7
228,DET,11/12/2017,48,56.3%,0.23,13.3,25.6%,50.6%,0.17800000000000002,9.1,14.0%,MIA,2,2,1,1,9
229,DET,11/15/2017,48,44.1%,0.271,18.7,34.7%,53.8%,0.26899999999999996,16.4,28.2%,MIL,3,2,0,0,-4
230,DET,11/17/2017,48,49.5%,0.10800000000000001,11.3,22.4%,52.2%,0.23600000000000002,10.5,28.9%,IND,2,2,0,0,-7
231,DET,11/19/2017,48,51.8%,0.24100000000000002,19.0,25.6%,54.5%,0.231,20.8,18.8%,MIN,2,2,1,0,3
232,DET,11/20/2017,48,52.6%,0.16899999999999998,15.6,16.7%,62.5%,0.213,12.0,20.6%,CLE,1,3,0,1,-28
233,DET,11/24/2017,48,54.8%,0.107,20.8,20.0%,46.9%,0.08199999999999999,14.5,27.1%,OKC,4,2,1,0,1
234,DET,11/27/2017,48,58.2%,0.271,8.4,20.5%,62.3%,0.273,17.3,13.5%,BOS,3,2,1,0,10
235,DET,11/29/2017,48,64.6%,0.23600000000000002,16.9,14.7%,50.6%,0.33299999999999996,19.2,17.0%,PHX,2,1,1,1,24
236,DET,12/01/2017,48,50.0%,0.24100000000000002,15.3,10.8%,52.2%,0.213,11.9,36.4%,WAS,2,2,0,0,-18
237,DET,12/02/2017,48,49.4%,0.41,18.3,18.9%,46.5%,0.37200000000000005,17.8,37.0%,PHI,1,2,0,0,-5
238,DET,12/04/2017,48,45.9%,0.282,10.1,14.6%,51.2%,0.146,18.0,22.2%,SAS,2,1,0,0,-3
239,DET,12/06/2017,48,47.1%,0.31,12.8,37.8%,54.4%,0.32899999999999996,13.4,31.0%,MIL,2,2,0,0,-4
240,DET,12/08/2017,48,47.8%,0.207,13.2,27.3%,52.5%,0.272,14.0,12.8%,GSW,2,2,0,1,-4
241,DET,12/10/2017,48,39.3%,0.226,10.9,21.2%,48.7%,0.228,15.2,20.5%,BOS,2,2,0,1,-10
242,DET,12/12/2017,48,41.1%,0.278,21.3,22.4%,57.0%,0.177,17.7,17.1%,DEN,2,2,0,1,-19
243,GSW,10/17/2017,48,63.8%,0.263,17.0,15.4%,56.2%,0.196,12.0,22.2%,HOU,0,0,0,1,-1
244,GSW,10/20/2017,48,61.5%,0.22,16.7,22.2%,54.1%,0.22399999999999998,17.2,29.1%,NOP,3,2,1,0,8
245,GSW,10/21/2017,48,46.4%,0.321,16.9,26.1%,53.2%,0.48100000000000004,13.8,15.0%,MEM,1,3,0,0,-10
246,GSW,10/23/2017,48,64.5%,0.302,15.5,26.3%,44.3%,0.313,11.2,25.9%,DAL,2,2,1,0,30
247,GSW,10/25/2017,48,63.6%,0.28600000000000003,17.4,19.4%,50.0%,0.20199999999999999,17.4,35.4%,TOR,2,2,1,1,5
248,GSW,10/27/2017,48,53.7%,0.21100000000000002,16.9,34.1%,52.1%,0.22699999999999998,13.7,24.0%,WAS,2,2,1,1,3
249,GSW,10/29/2017,48,63.6%,0.156,26.5,33.3%,52.7%,0.183,14.4,36.2%,DET,2,1,0,1,-8
250,GSW,10/30/2017,48,66.3%,0.337,12.0,35.0%,51.2%,0.349,14.3,22.0%,LAC,1,2,1,0,28
251,GSW,11/02/2017,48,60.2%,0.193,14.1,13.5%,43.1%,0.264,18.6,28.0%,SAS,3,3,1,0,20
252,GSW,11/04/2017,48,64.8%,0.187,14.1,15.9%,49.4%,0.31,16.7,20.9%,DEN,2,1,1,0,19
253,GSW,11/06/2017,48,43.1%,0.276,15.1,26.0%,41.0%,0.205,21.6,15.6%,MIA,2,1,1,1,17
254,GSW,11/08/2017,48,65.3%,0.212,17.4,8.6%,44.0%,0.293,12.9,17.6%,MIN,2,3,1,1,24
255,GSW,11/11/2017,48,67.1%,0.317,20.5,13.8%,53.2%,0.213,18.2,27.1%,PHI,3,2,1,1,21
256,GSW,11/13/2017,48,54.5%,0.182,16.2,27.9%,47.7%,0.205,10.7,9.5%,ORL,2,2,1,1,10
257,GSW,11/16/2017,48,46.3%,0.23199999999999998,15.3,13.5%,37.3%,0.48100000000000004,14.5,14.9%,BOS,3,2,0,0,-4
258,GSW,11/18/2017,48,58.8%,0.22,12.8,27.5%,53.6%,0.165,10.6,22.9%,PHI,2,3,1,0,8
259,GSW,11/19/2017,48,56.7%,0.256,13.7,13.3%,44.2%,0.41100000000000003,11.6,20.3%,BKN,1,2,1,0,7
260,GSW,11/22/2017,48,47.5%,0.225,21.4,15.9%,50.0%,0.289,16.1,28.9%,OKC,3,2,0,0,-17
261,GSW,11/24/2017,48,67.0%,0.231,10.5,18.2%,41.9%,0.152,13.9,23.2%,CHI,2,2,1,1,49
262,GSW,11/25/2017,48,46.8%,0.287,9.5,23.4%,47.0%,0.27399999999999997,16.6,21.4%,NOP,1,1,1,1,15
263,GSW,11/27/2017,48,60.0%,0.175,16.3,26.5%,58.9%,0.266,16.3,28.9%,SAC,2,2,0,1,-4
264,GSW,11/29/2017,53,56.4%,0.298,18.9,30.8%,54.2%,0.263,14.7,15.9%,LAL,2,2,1,0,4
265,GSW,12/01/2017,48,69.3%,0.125,18.1,24.1%,51.6%,0.188,14.2,27.1%,ORL,2,2,1,0,21
266,GSW,12/03/2017,48,62.5%,0.28600000000000003,10.3,23.3%,49.4%,0.21,12.6,12.8%,MIA,2,2,1,0,28
267,GSW,12/04/2017,48,60.9%,0.31,15.3,12.2%,58.2%,0.165,19.5,23.9%,NOP,1,2,1,0,10
268,GSW,12/06/2017,48,54.2%,0.155,15.5,18.6%,38.1%,0.175,11.7,26.4%,CHA,2,2,1,0,14
269,GSW,12/08/2017,48,52.5%,0.272,14.0,12.8%,47.8%,0.207,13.2,27.3%,DET,2,2,1,0,4
270,GSW,12/11/2017,48,61.3%,0.213,14.7,18.2%,46.0%,0.284,10.3,25.0%,POR,3,2,1,1,7
271,HOU,10/17/2017,48,56.2%,0.196,12.0,22.2%,63.8%,0.263,17.0,15.4%,GSW,0,0,1,0,1
272,HOU,10/18/2017,48,47.0%,0.349,16.0,26.7%,52.3%,0.114,17.8,22.0%,SAC,1,0,1,0,5
273,HOU,10/21/2017,48,54.3%,0.268,15.2,19.5%,44.6%,0.25,14.1,14.8%,DAL,3,1,1,1,16
274,HOU,10/23/2017,48,47.4%,0.299,18.7,20.5%,47.1%,0.544,12.9,9.1%,MEM,2,2,0,1,-8
275,HOU,10/25/2017,48,56.0%,0.32,19.5,18.4%,50.5%,0.10300000000000001,15.2,26.7%,PHI,2,2,1,0,1
276,HOU,10/27/2017,48,57.6%,0.153,16.0,17.5%,43.8%,0.318,9.2,20.0%,CHA,2,2,1,0,16
277,HOU,10/28/2017,48,46.8%,0.273,19.5,18.2%,55.3%,0.141,9.6,14.6%,MEM,1,2,0,0,-14
278,HOU,10/30/2017,48,47.6%,0.45799999999999996,14.3,19.6%,61.3%,0.3,20.1,21.9%,PHI,2,2,0,1,-8
279,HOU,11/01/2017,48,58.5%,0.239,14.5,20.0%,47.8%,0.14400000000000002,17.5,14.0%,NYK,2,2,1,0,22
280,HOU,11/03/2017,48,56.2%,0.258,13.4,20.0%,54.9%,0.222,17.7,12.5%,ATL,2,2,1,0,15
281,HOU,11/05/2017,48,73.5%,0.259,19.8,16.7%,50.6%,0.273,13.4,17.8%,UTA,2,2,1,1,27
282,HOU,11/09/2017,48,57.1%,0.46799999999999997,22.5,43.6%,63.0%,0.17300000000000001,18.6,12.5%,CLE,4,2,1,1,4
283,HOU,11/11/2017,48,54.2%,0.337,15.9,23.4%,51.9%,0.228,19.6,12.5%,MEM,2,4,1,1,15
284,HOU,11/12/2017,48,57.2%,0.2,12.9,22.7%,49.4%,0.253,13.2,15.9%,IND,1,2,1,0,23
285,HOU,11/14/2017,48,49.4%,0.519,18.6,31.1%,61.5%,0.5379999999999999,13.3,12.8%,TOR,2,2,0,1,-16
286,HOU,11/16/2017,48,59.4%,0.42200000000000004,12.9,27.9%,50.0%,0.20199999999999999,13.4,29.1%,PHX,2,3,1,0,26
287,HOU,11/18/2017,48,56.4%,0.26899999999999996,17.0,21.4%,40.1%,0.221,14.1,29.4%,MEM,2,3,1,0,22
288,HOU,11/22/2017,48,65.9%,0.28,17.6,22.2%,46.0%,0.264,20.4,28.3%,DEN,4,2,1,1,30
289,HOU,11/25/2017,48,53.2%,0.23399999999999999,7.8,20.9%,51.8%,0.22399999999999998,17.1,15.4%,NYK,3,1,1,1,15
290,HOU,11/27/2017,48,60.5%,0.233,14.7,17.8%,52.3%,0.198,13.8,15.0%,BKN,2,1,1,1,14
291,HOU,11/29/2017,48,59.3%,0.244,15.8,25.0%,51.7%,0.068,14.2,13.3%,IND,2,2,1,1,21
292,HOU,12/03/2017,48,57.8%,0.18899999999999997,14.2,17.1%,43.5%,0.35700000000000004,19.6,23.4%,LAL,4,1,1,0,23
293,HOU,12/07/2017,48,58.0%,0.29600000000000004,16.9,22.2%,51.3%,0.35100000000000003,13.3,9.5%,UTA,4,2,1,0,11
294,HOU,12/09/2017,48,60.0%,0.56,12.2,21.2%,61.4%,0.136,15.6,20.0%,POR,2,4,1,0,7
295,HOU,12/11/2017,48,64.2%,0.284,8.7,10.3%,68.2%,0.153,17.5,15.8%,NOP,2,1,1,1,7
296,IND,10/18/2017,48,56.4%,0.314,12.1,30.4%,54.3%,0.34,17.1,25.0%,BKN,0,0,1,1,9
297,IND,10/20/2017,48,47.4%,0.423,12.2,13.0%,53.2%,0.179,9.0,25.0%,POR,2,2,0,1,-18
298,IND,10/21/2017,48,48.4%,0.21899999999999997,10.7,25.0%,59.8%,0.161,13.8,15.8%,MIA,1,3,0,0,-4
299,IND,10/24/2017,48,72.6%,0.131,18.2,30.8%,54.1%,0.256,13.9,20.9%,MIN,3,2,1,0,23
300,IND,10/25/2017,48,39.8%,0.42200000000000004,18.4,29.8%,53.9%,0.292,19.1,37.2%,OKC,1,3,0,0,-18
301,IND,10/29/2017,48,53.2%,0.26,19.2,15.8%,45.0%,0.2,16.5,24.0%,SAS,4,2,1,1,3
302,IND,10/31/2017,48,49.4%,0.259,15.7,28.0%,43.2%,0.159,15.1,20.4%,SAC,2,2,1,1,18
303,IND,11/01/2017,48,63.3%,0.14400000000000002,13.8,19.5%,54.1%,0.233,15.6,18.6%,CLE,1,3,1,0,17
304,IND,11/03/2017,48,50.5%,0.196,11.0,17.4%,59.8%,0.152,18.8,27.3%,PHI,2,2,0,0,-11
305,IND,11/05/2017,48,54.4%,0.215,12.7,10.5%,53.4%,0.21600000000000003,12.5,28.6%,NYK,2,2,0,0,-7
306,IND,11/07/2017,48,52.2%,0.19399999999999998,10.9,25.6%,58.6%,0.253,13.2,26.8%,NOP,2,3,0,1,-5
307,IND,11/08/2017,48,47.2%,0.205,14.4,14.3%,59.0%,0.301,17.3,20.5%,DET,1,4,0,0,-17
308,IND,11/10/2017,48,58.3%,0.14300000000000002,17.9,17.9%,43.5%,0.09699999999999999,12.2,20.0%,CHI,2,3,1,0,18
309,IND,11/12/2017,48,49.4%,0.253,13.2,15.9%,57.2%,0.2,12.9,22.7%,HOU,2,1,0,1,-23
310,IND,11/15/2017,48,57.6%,0.235,11.9,13.5%,55.8%,0.256,14.2,26.2%,MEM,3,2,1,0,3
311,IND,11/17/2017,48,52.2%,0.23600000000000002,10.5,28.9%,49.5%,0.10800000000000001,11.3,22.4%,DET,2,2,1,1,7
312,IND,11/19/2017,48,66.5%,0.094,15.0,26.5%,50.0%,0.16899999999999998,17.7,23.3%,MIA,2,2,1,0,25
313,IND,11/20/2017,48,46.1%,0.326,12.2,17.0%,49.4%,0.27399999999999997,20.9,21.6%,ORL,1,2,1,0,8
314,IND,11/24/2017,48,52.4%,0.325,15.9,22.2%,54.9%,0.247,19.5,18.4%,TOR,4,2,1,1,3
315,IND,11/25/2017,48,53.2%,0.192,21.1,27.8%,62.5%,0.113,15.8,13.3%,BOS,1,1,0,1,-10
316,IND,11/27/2017,48,62.7%,0.32899999999999996,16.3,24.2%,52.2%,0.174,14.4,22.2%,ORL,2,2,1,1,12
317,IND,11/29/2017,48,51.7%,0.068,14.2,13.3%,59.3%,0.244,15.8,25.0%,HOU,2,2,0,0,-21
