,TEAM,GAME DATE,MIN,EFG%,FTA RATE,TOV%,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_OREB%,OPP,REST,OPP_REST,W/L,Home/Away,+/-
478,MIN,12/10/2017,48,54.9%,0.319,19.8,25.0%,52.5%,0.111,12.2,14.3%,DAL,4,2,1,1,5
479,NOP,10/18/2017,48,42.4%,0.36700000000000005,20.1,34.8%,47.3%,0.304,11.8,30.0%,MEM,0,0,0,0,-12
480,NOP,10/20/2017,48,54.1%,0.22399999999999998,17.2,29.1%,61.5%,0.22,16.7,22.2%,GSW,2,3,0,1,-8
481,NOP,10/22/2017,48,62.7%,0.253,17.3,17.1%,53.9%,0.222,15.9,20.0%,LAL,2,2,1,0,7
482,NOP,10/24/2017,48,45.4%,0.42100000000000004,16.5,8.2%,43.2%,0.375,18.4,32.1%,POR,2,3,0,0,-10
483,NOP,10/26/2017,48,56.4%,0.267,14.8,25.6%,51.2%,0.309,13.0,11.9%,SAC,2,3,1,0,8
484,NOP,10/28/2017,48,58.4%,0.168,10.7,23.8%,53.8%,0.295,17.8,11.9%,CLE,2,3,1,1,22
485,NOP,10/30/2017,48,50.0%,0.212,19.2,19.6%,60.0%,0.212,16.4,15.0%,ORL,2,1,0,1,-16
486,NOP,11/01/2017,48,47.6%,0.25,18.4,20.0%,53.0%,0.289,21.0,27.5%,MIN,2,2,0,1,-6
487,NOP,11/03/2017,48,44.4%,0.292,13.3,19.1%,43.8%,0.25,14.5,17.0%,DAL,2,2,1,0,5
488,NOP,11/04/2017,53,45.4%,0.253,14.1,10.6%,40.9%,0.121,17.7,25.4%,CHI,1,1,1,0,6
489,NOP,11/07/2017,48,58.6%,0.253,13.2,26.8%,52.2%,0.19399999999999998,10.9,25.6%,IND,3,2,1,0,5
490,NOP,11/09/2017,48,61.6%,0.305,13.6,9.5%,54.1%,0.235,10.9,22.7%,TOR,2,2,0,0,-4
491,NOP,11/11/2017,48,57.5%,0.3,21.8,21.6%,46.5%,0.314,11.8,15.7%,LAC,2,1,1,1,8
492,NOP,11/13/2017,48,63.3%,0.22699999999999998,20.1,21.2%,55.7%,0.10300000000000001,16.5,24.4%,ATL,2,2,1,1,1
493,NOP,11/15/2017,48,56.0%,0.154,13.8,24.4%,69.7%,0.263,21.0,21.4%,TOR,2,1,0,1,-9
494,NOP,11/17/2017,48,59.3%,0.11,12.9,18.6%,73.0%,0.23600000000000002,15.0,38.2%,DEN,2,4,0,0,-32
495,NOP,11/20/2017,48,55.6%,0.4,17.9,18.4%,48.9%,0.292,13.3,17.6%,OKC,3,3,1,1,7
496,NOP,11/22/2017,48,52.5%,0.29600000000000004,15.9,18.4%,43.2%,0.17,15.6,17.4%,SAS,2,2,1,1,17
497,NOP,11/24/2017,48,54.4%,0.242,15.4,28.3%,40.4%,0.191,16.4,29.4%,PHX,2,2,1,0,24
498,NOP,11/25/2017,48,47.0%,0.27399999999999997,16.6,21.4%,46.8%,0.287,9.5,23.4%,GSW,1,1,0,0,-15
499,NOP,11/29/2017,48,54.8%,0.131,17.4,19.0%,63.6%,0.235,18.5,33.3%,MIN,4,1,0,1,-18
500,NOP,12/01/2017,48,56.9%,0.172,10.2,13.6%,56.5%,0.294,9.3,18.2%,UTA,2,1,0,0,-6
501,NOP,12/02/2017,48,61.0%,0.29100000000000004,11.4,10.3%,50.0%,0.105,4.7,17.0%,POR,1,2,1,0,7
502,NOP,12/04/2017,48,58.2%,0.165,19.5,23.9%,60.9%,0.31,15.3,12.2%,GSW,2,1,0,1,-10
503,NOP,12/06/2017,48,60.5%,0.337,12.9,26.8%,52.1%,0.23399999999999999,8.8,20.8%,DEN,2,2,1,1,9
504,NOP,12/08/2017,53,51.7%,0.213,15.8,16.7%,55.2%,0.14400000000000002,17.8,28.2%,SAC,2,2,0,1,-7
505,NOP,12/10/2017,48,66.9%,0.4,14.4,16.7%,50.5%,0.313,16.3,44.0%,PHI,2,1,1,1,7
506,NOP,12/11/2017,48,68.2%,0.153,17.5,15.8%,64.2%,0.284,8.7,10.3%,HOU,1,2,0,0,-7
507,NYK,10/19/2017,48,44.9%,0.253,25.3,28.2%,49.4%,0.244,18.7,30.2%,OKC,0,0,0,0,-21
508,NYK,10/21/2017,48,50.6%,0.38299999999999995,14.5,30.0%,53.3%,0.165,13.6,35.7%,DET,2,1,0,1,-4
509,NYK,10/24/2017,48,42.9%,0.294,14.1,23.4%,58.7%,0.36,14.6,13.5%,BOS,3,4,0,0,-21
510,NYK,10/27/2017,48,49.5%,0.17300000000000001,12.2,38.8%,47.3%,0.28,16.8,12.2%,BKN,3,2,1,1,21
511,NYK,10/29/2017,48,54.5%,0.23600000000000002,13.8,24.4%,44.4%,0.33299999999999996,14.9,14.9%,CLE,2,1,1,0,19
512,NYK,10/30/2017,48,57.9%,0.28,22.1,32.4%,51.8%,0.365,13.2,25.5%,DEN,1,1,1,1,6
513,NYK,11/01/2017,48,47.8%,0.14400000000000002,17.5,14.0%,58.5%,0.239,14.5,20.0%,HOU,2,2,0,1,-22
514,NYK,11/03/2017,48,56.3%,0.287,12.7,25.0%,39.7%,0.381,9.7,33.3%,PHX,2,2,1,1,13
515,NYK,11/05/2017,48,53.4%,0.21600000000000003,12.5,28.6%,54.4%,0.215,12.7,10.5%,IND,2,2,1,1,7
516,NYK,11/07/2017,48,68.0%,0.28,17.0,20.7%,54.4%,0.187,13.8,37.0%,CHA,2,2,1,1,5
517,NYK,11/08/2017,48,55.6%,0.163,23.8,34.3%,61.9%,0.275,13.4,16.7%,ORL,1,3,0,0,-13
518,NYK,11/11/2017,48,58.9%,0.16699999999999998,11.0,20.5%,41.9%,0.375,13.7,25.6%,SAC,3,2,1,1,27
519,NYK,11/13/2017,48,47.7%,0.25,16.7,27.7%,48.9%,0.25,20.1,28.0%,CLE,2,2,0,1,-3
520,NYK,11/15/2017,48,52.5%,0.309,12.1,30.0%,53.8%,0.215,15.3,21.4%,UTA,2,2,1,1,5
521,NYK,11/17/2017,48,37.9%,0.187,10.6,27.5%,62.2%,0.141,13.1,9.4%,TOR,2,2,0,0,-23
522,NYK,11/20/2017,48,51.2%,0.309,22.0,35.0%,43.8%,0.263,21.7,21.3%,LAC,3,2,1,1,22
523,NYK,11/22/2017,48,50.5%,0.183,12.1,30.2%,50.6%,0.207,15.3,26.1%,TOR,2,3,1,1,8
524,NYK,11/24/2017,48,59.0%,0.179,20.2,15.6%,54.0%,0.121,9.9,28.3%,ATL,2,2,0,0,-12
525,NYK,11/25/2017,48,51.8%,0.22399999999999998,17.1,15.4%,53.2%,0.23399999999999999,7.8,20.9%,HOU,1,3,0,0,-15
526,NYK,11/27/2017,48,42.6%,0.25,13.4,25.9%,48.8%,0.313,11.8,11.9%,POR,2,2,0,1,-12
527,NYK,11/29/2017,48,63.7%,0.35600000000000004,20.7,26.7%,44.0%,0.23800000000000002,15.2,17.0%,MIA,2,1,1,1,29
528,NYK,12/03/2017,48,48.9%,0.10800000000000001,13.8,22.7%,48.8%,0.354,12.2,18.6%,ORL,4,2,0,1,-5
529,NYK,12/04/2017,48,47.3%,0.17600000000000002,17.8,28.8%,59.9%,0.174,15.7,20.0%,IND,1,3,0,0,-18
530,NYK,12/06/2017,48,59.0%,0.40299999999999997,20.7,30.3%,50.0%,0.314,16.5,11.1%,MEM,2,2,1,1,11
531,NYK,12/09/2017,48,51.1%,0.099,14.7,20.0%,55.5%,0.28,15.1,20.0%,CHI,3,1,0,0,-2
532,NYK,12/10/2017,48,51.9%,0.425,11.9,17.1%,53.9%,0.39,16.8,18.2%,ATL,1,1,1,1,4
533,NYK,12/12/2017,53,52.0%,0.109,13.4,31.9%,47.5%,0.147,15.3,37.0%,LAL,2,3,1,1,4
534,OKC,10/19/2017,48,49.4%,0.244,18.7,30.2%,44.9%,0.253,25.3,28.2%,NYK,0,0,1,1,21
535,OKC,10/21/2017,48,48.1%,0.244,17.8,19.0%,55.2%,0.182,20.0,18.9%,UTA,2,1,0,0,-9
536,OKC,10/22/2017,48,53.6%,0.16699999999999998,10.5,20.5%,55.8%,0.267,17.3,27.0%,MIN,1,2,0,1,-2
537,OKC,10/25/2017,48,53.9%,0.292,19.1,37.2%,39.8%,0.42200000000000004,18.4,29.8%,IND,3,1,1,1,18
538,OKC,10/27/2017,48,54.7%,0.29100000000000004,14.0,28.9%,53.5%,0.40700000000000003,15.9,41.5%,MIN,2,2,0,0,-3
539,OKC,10/28/2017,48,51.7%,0.159,12.6,23.9%,34.6%,0.256,21.1,22.6%,CHI,1,2,1,0,32
540,OKC,10/31/2017,48,56.8%,0.259,16.5,25.0%,47.4%,0.28600000000000003,15.4,9.8%,MIL,3,2,1,0,19
541,OKC,11/03/2017,48,47.7%,0.161,12.7,22.4%,50.6%,0.28600000000000003,11.6,22.9%,BOS,3,2,0,1,-7
542,OKC,11/05/2017,48,51.1%,0.16899999999999998,12.7,14.0%,54.7%,0.37799999999999995,22.5,21.2%,POR,2,3,0,0,-4
543,OKC,11/07/2017,48,39.5%,0.267,16.3,17.6%,52.5%,0.152,22.5,12.5%,SAC,2,3,0,0,-8
544,OKC,11/09/2017,48,48.3%,0.156,18.7,36.7%,51.8%,0.268,19.7,35.0%,DEN,2,2,0,0,-8
545,OKC,11/10/2017,48,58.3%,0.513,12.4,26.8%,53.6%,0.35700000000000004,19.0,35.6%,LAC,1,3,1,1,9
546,OKC,11/12/2017,48,60.4%,0.45799999999999996,16.9,9.1%,48.9%,0.207,19.2,24.4%,DAL,2,1,1,1,13
547,OKC,11/15/2017,48,41.7%,0.514,15.3,25.6%,42.0%,0.267,17.9,14.0%,CHI,3,4,1,1,13
548,OKC,11/17/2017,48,48.9%,0.23600000000000002,9.6,28.9%,53.2%,0.364,14.4,30.0%,SAS,2,2,0,0,-3
549,OKC,11/20/2017,48,48.9%,0.292,13.3,17.6%,55.6%,0.4,17.9,18.4%,NOP,3,3,0,0,-7
550,OKC,11/22/2017,48,50.0%,0.289,16.1,28.9%,47.5%,0.225,21.4,15.9%,GSW,2,3,1,1,17
551,OKC,11/24/2017,48,46.9%,0.08199999999999999,14.5,27.1%,54.8%,0.107,20.8,20.0%,DET,2,4,0,1,-1
552,OKC,11/25/2017,48,44.4%,0.163,17.9,18.6%,59.3%,0.147,19.1,20.5%,DAL,1,3,0,0,-16
553,OKC,11/29/2017,48,45.8%,0.313,12.8,37.5%,67.8%,0.342,14.1,6.9%,ORL,4,2,0,0,-13
554,OKC,12/01/2017,48,57.0%,0.278,20.1,39.4%,59.2%,0.276,17.7,17.1%,MIN,2,2,1,1,4
555,OKC,12/03/2017,48,46.0%,0.24100000000000002,19.8,32.6%,46.1%,0.303,17.9,20.0%,SAS,2,2,1,1,3
556,OKC,12/05/2017,48,50.6%,0.321,19.1,31.6%,50.0%,0.266,18.5,20.9%,UTA,2,1,1,1,6
557,OKC,12/07/2017,48,42.3%,0.235,11.6,28.8%,50.6%,0.375,15.7,15.9%,BKN,2,3,0,0,-5
558,OKC,12/09/2017,53,45.7%,0.337,10.0,31.4%,51.7%,0.193,15.4,30.2%,MEM,2,1,1,0,1
559,OKC,12/11/2017,48,46.5%,0.294,15.0,25.6%,61.1%,0.29600000000000004,15.4,24.3%,CHA,2,2,0,1,-13
560,ORL,10/18/2017,48,52.2%,0.322,14.1,25.0%,47.1%,0.16699999999999998,11.7,21.6%,MIA,0,0,1,1,7
561,ORL,10/20/2017,48,60.7%,0.16899999999999998,20.3,21.4%,54.9%,0.38,16.3,32.6%,BKN,2,2,0,0,-5
562,ORL,10/21/2017,48,53.9%,0.222,12.1,26.7%,42.4%,0.314,15.6,22.4%,CLE,1,1,1,0,21
563,ORL,10/24/2017,48,54.2%,0.48200000000000004,10.4,14.6%,47.4%,0.354,14.2,26.9%,BKN,3,2,1,1,4
564,ORL,10/27/2017,48,63.7%,0.16699999999999998,18.4,15.8%,36.0%,0.303,17.7,30.4%,SAS,3,2,1,1,27
565,ORL,10/29/2017,48,47.9%,0.268,10.0,16.1%,57.7%,0.175,15.5,28.6%,CHA,2,2,0,0,-7
566,ORL,10/30/2017,48,60.0%,0.212,16.4,15.0%,50.0%,0.212,19.2,19.6%,NOP,1,2,1,0,16
567,ORL,11/01/2017,48,59.3%,0.187,24.2,18.8%,53.7%,0.195,15.1,13.5%,MEM,2,2,1,0,2
568,ORL,11/03/2017,48,46.5%,0.057999999999999996,16.5,15.2%,55.3%,0.141,17.3,22.5%,CHI,2,2,0,1,-22
569,ORL,11/05/2017,48,39.6%,0.198,12.8,18.2%,50.0%,0.225,13.6,20.5%,BOS,2,2,0,1,-16
570,ORL,11/08/2017,48,61.9%,0.275,13.4,16.7%,55.6%,0.163,23.8,34.3%,NYK,3,1,1,1,13
571,ORL,11/10/2017,48,60.4%,0.524,16.1,20.0%,49.5%,0.266,13.9,24.5%,PHX,2,2,1,0,16
572,ORL,11/11/2017,48,53.4%,0.23,12.0,17.8%,59.8%,0.31,13.1,31.7%,DEN,1,2,0,0,-18
573,ORL,11/13/2017,48,47.7%,0.205,10.7,9.5%,54.5%,0.182,16.2,27.9%,GSW,2,2,0,0,-10
574,ORL,11/15/2017,48,53.8%,0.114,16.5,18.4%,51.7%,0.149,13.6,22.7%,POR,2,2,0,0,-5
575,ORL,11/18/2017,48,43.2%,0.284,16.6,21.6%,55.1%,0.184,10.7,28.6%,UTA,3,1,0,1,-40
576,ORL,11/20/2017,48,49.4%,0.27399999999999997,20.9,21.6%,46.1%,0.326,12.2,17.0%,IND,2,1,0,1,-8
577,ORL,11/22/2017,48,57.1%,0.242,13.8,17.9%,50.6%,0.517,7.6,21.3%,MIN,2,2,0,0,-6
578,ORL,11/24/2017,48,47.9%,0.2,12.1,32.7%,55.5%,0.275,9.2,27.1%,BOS,2,2,0,0,-15
579,ORL,11/25/2017,48,52.3%,0.36,9.7,14.3%,58.9%,0.21100000000000002,10.6,24.4%,PHI,1,3,0,0,-19
580,ORL,11/27/2017,48,52.2%,0.174,14.4,22.2%,62.7%,0.32899999999999996,16.3,24.2%,IND,2,2,0,0,-12
581,ORL,11/29/2017,48,67.8%,0.342,14.1,6.9%,45.8%,0.313,12.8,37.5%,OKC,2,4,1,1,13
582,ORL,12/01/2017,48,51.6%,0.188,14.2,27.1%,69.3%,0.125,18.1,24.1%,GSW,2,2,0,1,-21
583,ORL,12/03/2017,48,48.8%,0.354,12.2,18.6%,48.9%,0.10800000000000001,13.8,22.7%,NYK,2,4,1,0,5
584,ORL,12/04/2017,48,50.0%,0.171,19.4,10.9%,42.3%,0.47600000000000003,14.2,23.9%,CHA,1,3,0,0,-10
585,ORL,12/06/2017,53,50.0%,0.184,15.5,25.5%,48.9%,0.215,17.3,22.0%,ATL,2,2,1,1,4
586,ORL,12/08/2017,48,42.8%,0.27699999999999997,15.4,22.4%,52.9%,0.188,13.1,16.2%,DEN,2,2,0,1,-14
587,ORL,12/09/2017,48,56.0%,0.087,12.3,24.4%,61.9%,0.313,12.8,23.7%,ATL,1,3,0,0,-7
588,PHI,10/18/2017,48,54.3%,0.204,15.8,23.4%,46.4%,0.392,9.3,30.2%,WAS,0,0,0,0,-5
589,PHI,10/20/2017,48,43.5%,0.174,16.7,25.5%,47.6%,0.381,18.4,29.8%,BOS,2,2,0,1,-10
590,PHI,10/21/2017,48,43.9%,0.439,18.2,15.7%,54.5%,0.41600000000000004,11.8,19.5%,TOR,1,2,0,0,-34
591,PHI,10/23/2017,48,52.7%,0.32,21.3,21.1%,42.4%,0.22399999999999998,14.2,18.0%,DET,2,2,1,0,11
592,PHI,10/25/2017,48,50.5%,0.10300000000000001,15.2,26.7%,56.0%,0.32,19.5,18.4%,HOU,2,2,0,1,-1
593,PHI,10/28/2017,48,58.6%,0.161,14.6,26.8%,64.2%,0.257,18.5,8.8%,DAL,3,2,1,0,2
594,PHI,10/30/2017,48,61.3%,0.3,20.1,21.9%,47.6%,0.45799999999999996,14.3,19.6%,HOU,2,2,1,0,8
595,PHI,11/01/2017,48,53.0%,0.253,15.2,28.8%,47.9%,0.287,16.8,24.0%,ATL,2,3,1,1,10
596,PHI,11/03/2017,48,59.8%,0.152,18.8,27.3%,50.5%,0.196,11.0,17.4%,IND,2,2,1,1,11
597,PHI,11/07/2017,48,49.4%,0.37,20.3,20.5%,34.8%,0.354,10.7,22.6%,UTA,4,2,1,0,7
598,PHI,11/09/2017,48,51.1%,0.31,16.5,26.0%,49.5%,0.301,8.5,15.7%,SAC,2,2,0,0,-1
599,PHI,11/11/2017,48,53.2%,0.213,18.2,27.1%,67.1%,0.317,20.5,13.8%,GSW,2,3,0,0,-21
600,PHI,11/13/2017,48,53.9%,0.455,19.5,28.6%,51.2%,0.39,14.7,18.0%,LAC,2,2,1,0,4
601,PHI,11/15/2017,48,52.9%,0.349,14.9,18.6%,39.9%,0.248,8.3,33.3%,LAL,2,2,1,0,6
602,PHI,11/18/2017,48,53.6%,0.165,10.6,22.9%,58.8%,0.22,12.8,27.5%,GSW,3,2,0,1,-8
603,PHI,11/20/2017,48,54.1%,0.259,18.9,25.0%,40.6%,0.22399999999999998,13.9,13.2%,UTA,2,2,1,1,21
604,PHI,11/22/2017,48,49.4%,0.18899999999999997,17.2,22.9%,37.6%,0.27,16.1,19.3%,POR,2,2,1,1,20
605,PHI,11/25/2017,48,58.9%,0.21100000000000002,10.6,24.4%,52.3%,0.36,9.7,14.3%,ORL,3,1,1,1,19
606,PHI,11/27/2017,48,39.1%,0.20800000000000002,14.5,38.6%,56.4%,0.233,12.5,26.2%,CLE,2,3,0,1,-22
607,PHI,11/29/2017,48,47.5%,0.79,16.2,42.9%,45.5%,0.41600000000000004,10.1,14.0%,WAS,2,1,1,1,5
608,PHI,11/30/2017,48,51.2%,0.214,19.8,31.3%,58.2%,0.253,17.4,18.9%,BOS,1,3,0,0,-11
609,PHI,12/02/2017,48,46.5%,0.37200000000000005,17.8,37.0%,49.4%,0.41,18.3,18.9%,DET,2,1,1,1,5
610,PHI,12/04/2017,48,46.7%,0.17600000000000002,14.1,29.5%,53.8%,0.242,11.4,30.6%,PHX,2,2,0,1,-14
611,PHI,12/07/2017,48,54.3%,0.259,17.8,19.4%,49.5%,0.25,11.6,28.8%,LAL,3,4,0,1,-3
612,PHI,12/09/2017,48,54.5%,0.16699999999999998,19.8,20.6%,57.3%,0.32,18.5,15.8%,CLE,2,1,0,0,-7
613,PHI,12/10/2017,48,50.5%,0.313,16.3,44.0%,66.9%,0.4,14.4,16.7%,NOP,1,2,0,0,-7
614,PHX,10/18/2017,48,35.4%,0.20199999999999999,15.5,19.2%,56.7%,0.311,17.1,39.5%,POR,0,0,0,1,-48
615,PHX,10/20/2017,48,56.5%,0.413,16.8,21.3%,58.1%,0.355,15.6,11.1%,LAL,2,1,0,1,-2
616,PHX,10/21/2017,48,42.3%,0.535,19.3,8.7%,61.4%,0.341,11.6,23.8%,LAC,1,2,0,0,-42
617,PHX,10/23/2017,48,61.0%,0.35100000000000003,20.2,20.0%,48.0%,0.293,8.4,25.0%,SAC,2,2,1,1,2
618,PHX,10/25/2017,48,46.9%,0.094,16.0,30.2%,45.5%,0.325,22.9,15.2%,UTA,2,1,1,1,9
619,PHX,10/28/2017,48,47.7%,0.345,16.2,22.6%,50.0%,0.308,14.1,26.1%,POR,3,2,0,0,-7
620,PHX,10/31/2017,48,52.1%,0.25,17.2,21.3%,45.6%,0.294,6.1,11.1%,BKN,3,2,1,0,8
621,PHX,11/01/2017,48,54.8%,0.45799999999999996,10.1,26.8%,50.0%,0.326,11.7,30.6%,WAS,1,3,1,0,6
622,PHX,11/03/2017,48,39.7%,0.381,9.7,33.3%,56.3%,0.287,12.7,25.0%,NYK,2,2,0,0,-13
623,PHX,11/05/2017,48,50.6%,0.272,18.4,23.9%,56.3%,0.205,10.2,19.0%,SAS,2,2,0,0,-17
624,PHX,11/06/2017,48,38.4%,0.40700000000000003,16.3,27.5%,44.8%,0.33299999999999996,15.3,22.4%,BKN,1,3,0,1,-6
625,PHX,11/08/2017,48,52.3%,0.341,10.4,12.5%,60.5%,0.43200000000000005,14.9,28.2%,MIA,2,2,0,1,-11
626,PHX,11/10/2017,48,49.5%,0.266,13.9,24.5%,60.4%,0.524,16.1,20.0%,ORL,2,2,0,1,-16
627,PHX,11/11/2017,48,59.3%,0.27899999999999997,16.7,20.0%,42.7%,0.365,10.6,32.8%,MIN,1,3,1,1,8
628,PHX,11/13/2017,48,42.6%,0.21100000000000002,15.5,20.0%,50.0%,0.141,15.3,17.3%,LAL,2,2,0,1,-7
629,PHX,11/16/2017,48,50.0%,0.20199999999999999,13.4,29.1%,59.4%,0.42200000000000004,12.9,27.9%,HOU,3,2,0,1,-26
630,PHX,11/17/2017,48,52.9%,0.184,12.0,18.4%,53.3%,0.264,17.0,20.5%,LAL,1,2,1,0,9
631,PHX,11/19/2017,48,54.5%,0.247,10.9,20.5%,47.5%,0.139,12.0,23.5%,CHI,2,2,1,1,8
632,PHX,11/22/2017,53,43.5%,0.355,25.3,43.1%,47.4%,0.32,13.3,25.5%,MIL,3,2,0,1,-6
633,PHX,11/24/2017,48,40.4%,0.191,16.4,29.4%,54.4%,0.242,15.4,28.3%,NOP,2,2,0,1,-24
634,PHX,11/26/2017,48,58.2%,0.141,16.8,27.5%,57.5%,0.183,14.7,42.2%,MIN,2,2,0,0,-11
635,PHX,11/28/2017,48,50.0%,0.264,15.1,28.9%,48.9%,0.106,9.1,17.0%,CHI,2,2,1,0,5
636,PHX,11/29/2017,48,50.6%,0.33299999999999996,19.2,17.0%,64.6%,0.23600000000000002,16.9,14.7%,DET,1,2,0,0,-24
637,PHX,12/02/2017,48,51.0%,0.109,11.8,37.2%,61.3%,0.28800000000000003,9.5,11.4%,BOS,3,2,0,0,-5
