,TEAM,GAME DATE,MIN,EFG%,FTA RATE,TOV%,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_OREB%,OPP,REST,OPP_REST,W/L,Home/Away,+/-
638,PHX,12/04/2017,48,53.8%,0.242,11.4,30.6%,46.7%,0.17600000000000002,14.1,29.5%,PHI,2,2,1,0,14
639,PHX,12/05/2017,48,55.3%,0.507,15.6,0.0%,56.0%,0.28300000000000003,15.9,18.6%,TOR,1,4,0,0,-13
640,PHX,12/07/2017,48,50.6%,0.359,14.8,25.0%,55.6%,0.309,11.6,20.0%,WAS,2,2,0,1,-10
641,PHX,12/09/2017,48,48.1%,0.375,11.7,22.7%,49.4%,0.287,15.8,37.5%,SAS,2,1,0,1,-3
642,POR,10/18/2017,48,56.7%,0.311,17.1,39.5%,35.4%,0.20199999999999999,15.5,19.2%,PHX,0,0,1,0,48
643,POR,10/20/2017,48,53.2%,0.179,9.0,25.0%,47.4%,0.423,12.2,13.0%,IND,2,2,1,0,18
644,POR,10/21/2017,48,48.8%,0.43200000000000005,16.1,31.7%,56.9%,0.375,14.0,19.4%,MIL,1,1,0,0,-3
645,POR,10/24/2017,48,43.2%,0.375,18.4,32.1%,45.4%,0.42100000000000004,16.5,8.2%,NOP,3,2,1,1,10
646,POR,10/26/2017,48,47.2%,0.247,10.8,33.3%,52.6%,0.46799999999999997,13.2,33.3%,LAC,2,2,0,1,-1
647,POR,10/28/2017,48,50.0%,0.308,14.1,26.1%,47.7%,0.345,16.2,22.6%,PHX,2,3,1,1,7
648,POR,10/30/2017,48,43.8%,0.23800000000000002,13.6,13.3%,49.4%,0.195,10.4,20.0%,TOR,2,3,0,1,-14
649,POR,11/01/2017,53,44.6%,0.29,15.3,19.6%,45.0%,0.4,12.7,19.2%,UTA,2,2,0,0,-9
650,POR,11/02/2017,48,51.7%,0.314,12.0,25.0%,57.0%,0.342,11.0,6.1%,LAL,1,2,1,1,3
651,POR,11/05/2017,48,54.7%,0.37799999999999995,22.5,21.2%,51.1%,0.16899999999999998,12.7,14.0%,OKC,3,2,1,1,4
652,POR,11/07/2017,48,48.1%,0.247,16.7,25.6%,52.7%,0.342,16.0,13.5%,MEM,2,2,0,1,-1
653,POR,11/10/2017,48,46.3%,0.11599999999999999,11.1,24.0%,49.5%,0.209,10.2,22.0%,BKN,3,3,0,1,-4
654,POR,11/13/2017,48,56.8%,0.247,23.2,25.8%,41.1%,0.179,20.3,25.5%,DEN,3,2,1,1,17
655,POR,11/15/2017,48,51.7%,0.149,13.6,22.7%,53.8%,0.114,16.5,18.4%,ORL,2,2,1,1,5
656,POR,11/17/2017,48,41.4%,0.198,18.9,26.2%,44.7%,0.17600000000000002,14.0,26.7%,SAC,2,2,0,0,-4
657,POR,11/18/2017,48,61.4%,0.3,20.4,15.6%,42.7%,0.20199999999999999,11.1,18.8%,SAC,1,1,1,1,12
658,POR,11/20/2017,48,43.4%,0.386,17.2,33.3%,43.0%,0.267,8.1,10.0%,MEM,2,2,1,0,8
659,POR,11/22/2017,48,37.6%,0.27,16.1,19.3%,49.4%,0.18899999999999997,17.2,22.9%,PHI,2,2,0,0,-20
660,POR,11/24/2017,48,53.1%,0.365,6.6,26.1%,55.0%,0.21,8.6,28.3%,BKN,2,2,1,0,2
661,POR,11/25/2017,48,56.9%,0.275,16.1,16.7%,50.6%,0.18,11.0,16.7%,WAS,1,3,1,0,3
662,POR,11/27/2017,48,48.8%,0.313,11.8,11.9%,42.6%,0.25,13.4,25.9%,NYK,2,2,1,0,12
663,POR,11/30/2017,48,45.8%,0.205,19.1,25.0%,51.7%,0.172,10.1,11.1%,MIL,3,2,0,1,-12
664,POR,12/02/2017,48,50.0%,0.105,4.7,17.0%,61.0%,0.29100000000000004,11.4,10.3%,NOP,2,1,0,1,-7
665,POR,12/05/2017,48,48.7%,0.26899999999999996,19.1,17.5%,53.4%,0.157,10.6,24.4%,WAS,3,1,0,1,-14
666,POR,12/09/2017,48,61.4%,0.136,15.6,20.0%,60.0%,0.56,12.2,21.2%,HOU,4,2,0,1,-7
667,POR,12/11/2017,48,46.0%,0.284,10.3,25.0%,61.3%,0.213,14.7,18.2%,GSW,2,3,0,0,-7
668,SAC,10/18/2017,48,52.3%,0.114,17.8,22.0%,47.0%,0.349,16.0,26.7%,HOU,0,1,0,1,-5
669,SAC,10/20/2017,48,48.3%,0.149,16.4,35.6%,48.7%,0.28,13.4,14.6%,DAL,2,2,1,0,5
670,SAC,10/21/2017,48,41.2%,0.153,15.1,23.1%,49.4%,0.235,17.4,40.0%,DEN,1,3,0,0,-17
671,SAC,10/23/2017,48,48.0%,0.293,8.4,25.0%,61.0%,0.35100000000000003,20.2,20.0%,PHX,2,2,0,0,-2
672,SAC,10/26/2017,48,51.2%,0.309,13.0,11.9%,56.4%,0.267,14.8,25.6%,NOP,3,2,0,1,-8
673,SAC,10/29/2017,48,42.7%,0.195,20.4,23.4%,57.1%,0.235,17.4,28.9%,WAS,3,2,0,1,-27
674,SAC,10/31/2017,48,43.2%,0.159,15.1,20.4%,49.4%,0.259,15.7,28.0%,IND,2,2,0,0,-18
675,SAC,11/01/2017,48,46.9%,0.14800000000000002,15.9,16.3%,59.1%,0.23199999999999998,20.4,45.7%,BOS,1,2,0,0,-27
676,SAC,11/04/2017,48,59.2%,0.171,18.6,10.0%,58.9%,0.278,15.7,21.6%,DET,3,1,0,0,-9
677,SAC,11/07/2017,48,52.5%,0.152,22.5,12.5%,39.5%,0.267,16.3,17.6%,OKC,3,2,1,1,8
678,SAC,11/09/2017,48,49.5%,0.301,8.5,15.7%,51.1%,0.31,16.5,26.0%,PHI,2,2,1,1,1
679,SAC,11/11/2017,48,41.9%,0.375,13.7,25.6%,58.9%,0.16699999999999998,11.0,20.5%,NYK,2,3,0,0,-27
680,SAC,11/13/2017,48,47.6%,0.214,10.9,20.0%,57.6%,0.14,11.9,28.6%,WAS,2,2,0,0,-18
681,SAC,11/15/2017,48,38.6%,0.22699999999999998,12.3,20.0%,73.4%,0.203,20.6,33.3%,ATL,2,2,0,0,-46
682,SAC,11/17/2017,48,44.7%,0.17600000000000002,14.0,26.7%,41.4%,0.198,18.9,26.2%,POR,2,2,1,1,4
683,SAC,11/18/2017,48,42.7%,0.20199999999999999,11.1,18.8%,61.4%,0.3,20.4,15.6%,POR,1,1,0,0,-12
684,SAC,11/20/2017,48,52.3%,0.105,14.1,12.5%,57.6%,0.233,14.8,32.6%,DEN,2,1,0,1,-16
685,SAC,11/22/2017,48,61.2%,0.165,17.3,26.3%,59.6%,0.192,17.4,10.5%,LAL,2,1,1,1,11
686,SAC,11/25/2017,48,52.4%,0.10800000000000001,18.6,20.5%,53.1%,0.163,18.4,17.1%,LAC,3,3,0,1,-2
687,SAC,11/27/2017,48,58.9%,0.266,16.3,28.9%,60.0%,0.175,16.3,26.5%,GSW,2,2,1,0,4
688,SAC,11/28/2017,48,43.5%,0.377,18.2,19.6%,65.5%,0.43700000000000006,12.5,3.1%,MIL,1,3,0,1,-25
689,SAC,12/01/2017,48,56.5%,0.165,12.6,21.1%,53.9%,0.14400000000000002,9.3,18.6%,CHI,3,1,1,0,1
690,SAC,12/02/2017,48,55.2%,0.273,17.5,18.2%,53.6%,0.609,16.0,25.0%,MIL,1,2,0,0,-5
691,SAC,12/06/2017,48,51.2%,0.151,14.5,20.0%,56.4%,0.26899999999999996,15.7,16.3%,CLE,4,2,0,0,-6
692,SAC,12/08/2017,53,55.2%,0.14400000000000002,17.8,28.2%,51.7%,0.213,15.8,16.7%,NOP,2,2,1,0,7
693,SAC,12/10/2017,48,54.8%,0.192,22.5,17.9%,51.1%,0.218,13.5,25.5%,TOR,2,2,0,1,-15
694,SAS,10/18/2017,48,50.6%,0.213,11.4,27.9%,48.2%,0.271,13.4,22.4%,MIN,0,0,1,1,8
695,SAS,10/21/2017,48,41.4%,0.172,11.3,25.9%,42.7%,0.11,20.4,17.4%,CHI,3,2,1,0,10
696,SAS,10/23/2017,48,47.2%,0.256,19.6,38.3%,48.8%,0.3,14.9,11.9%,TOR,2,2,1,1,4
697,SAS,10/25/2017,48,61.8%,0.395,13.8,22.2%,51.9%,0.225,9.7,10.0%,MIA,2,2,1,0,17
698,SAS,10/27/2017,48,36.0%,0.303,17.7,30.4%,63.7%,0.16699999999999998,18.4,15.8%,ORL,2,3,0,0,-27
699,SAS,10/29/2017,48,45.0%,0.2,16.5,24.0%,53.2%,0.26,19.2,15.8%,IND,2,4,0,0,-3
700,SAS,10/30/2017,48,48.3%,0.23,11.6,23.5%,54.0%,0.182,15.8,34.9%,BOS,1,2,0,0,-14
701,SAS,11/02/2017,48,43.1%,0.264,18.6,28.0%,60.2%,0.193,14.1,13.5%,GSW,3,3,0,1,-20
702,SAS,11/03/2017,48,52.4%,0.313,15.5,16.7%,46.3%,0.525,12.1,22.4%,CHA,1,2,1,1,7
703,SAS,11/05/2017,48,56.3%,0.205,10.2,19.0%,50.6%,0.272,18.4,23.9%,PHX,2,2,1,1,17
704,SAS,11/07/2017,48,62.5%,0.226,13.8,27.5%,57.9%,0.207,18.5,26.3%,LAC,2,2,1,1,13
705,SAS,11/10/2017,48,48.1%,0.138,19.2,20.0%,48.9%,0.157,14.3,24.4%,MIL,3,3,0,1,-7
706,SAS,11/11/2017,48,70.6%,0.188,14.3,25.8%,50.0%,0.151,13.0,12.2%,CHI,1,1,1,1,39
707,SAS,11/14/2017,48,48.1%,0.342,12.6,18.6%,46.9%,0.222,15.2,11.4%,DAL,3,2,1,0,6
708,SAS,11/15/2017,48,46.2%,0.19,18.1,30.2%,50.0%,0.184,7.8,25.6%,MIN,1,2,0,0,-12
709,SAS,11/17/2017,48,53.2%,0.364,14.4,30.0%,48.9%,0.23600000000000002,9.6,28.9%,OKC,2,2,1,1,3
710,SAS,11/20/2017,48,50.6%,0.067,18.8,32.6%,48.2%,0.094,15.9,19.1%,ATL,3,2,1,1,11
711,SAS,11/22/2017,48,43.2%,0.17,15.6,17.4%,52.5%,0.29600000000000004,15.9,18.4%,NOP,2,2,0,0,-17
712,SAS,11/25/2017,48,51.9%,0.309,11.6,22.2%,39.3%,0.31,14.7,27.5%,CHA,3,1,1,0,20
713,SAS,11/27/2017,48,58.5%,0.256,10.3,10.0%,56.5%,0.2,11.1,9.3%,DAL,2,2,1,1,7
714,SAS,11/29/2017,48,56.0%,0.32,13.0,16.1%,52.6%,0.20800000000000002,18.9,28.9%,MEM,2,3,1,1,9
715,SAS,12/01/2017,48,52.1%,0.457,16.3,18.9%,43.9%,0.243,17.8,18.2%,MEM,2,2,1,0,16
716,SAS,12/03/2017,48,46.1%,0.303,17.9,20.0%,46.0%,0.24100000000000002,19.8,32.6%,OKC,2,2,0,0,-3
717,SAS,12/04/2017,48,51.2%,0.146,18.0,22.2%,45.9%,0.282,10.1,14.6%,DET,1,2,1,1,3
718,SAS,12/06/2017,48,60.3%,0.161,11.7,30.3%,66.7%,0.16699999999999998,21.0,20.0%,MIA,2,3,1,1,12
719,SAS,12/08/2017,48,51.9%,0.29600000000000004,14.4,33.3%,52.4%,0.205,15.0,25.6%,BOS,2,2,1,1,3
720,SAS,12/09/2017,48,49.4%,0.287,15.8,37.5%,48.1%,0.375,11.7,22.7%,PHX,1,2,1,0,3
721,TOR,10/19/2017,48,54.8%,0.337,17.1,31.0%,47.2%,0.213,17.9,21.7%,CHI,0,0,1,1,17
722,TOR,10/21/2017,48,54.5%,0.41600000000000004,11.8,19.5%,43.9%,0.439,18.2,15.7%,PHI,2,1,1,1,34
723,TOR,10/23/2017,48,48.8%,0.3,14.9,11.9%,47.2%,0.256,19.6,38.3%,SAS,2,2,0,0,-4
724,TOR,10/25/2017,48,50.0%,0.20199999999999999,17.4,35.4%,63.6%,0.28600000000000003,17.4,19.4%,GSW,2,2,0,0,-5
725,TOR,10/27/2017,48,46.8%,0.215,13.1,18.4%,47.5%,0.304,20.7,22.5%,LAL,2,2,1,0,9
726,TOR,10/30/2017,48,49.4%,0.195,10.4,20.0%,43.8%,0.23800000000000002,13.6,13.3%,POR,3,2,1,0,14
727,TOR,11/01/2017,48,55.9%,0.294,13.9,20.9%,62.5%,0.33,11.6,23.7%,DEN,2,2,0,0,-18
728,TOR,11/03/2017,48,61.3%,0.39399999999999996,17.8,17.9%,48.8%,0.3,14.8,22.7%,UTA,2,2,1,0,9
729,TOR,11/05/2017,48,49.4%,0.33799999999999997,13.6,20.5%,53.5%,0.271,16.8,28.9%,WAS,2,2,0,1,-11
730,TOR,11/07/2017,48,62.3%,0.29600000000000004,15.9,19.4%,56.9%,0.35,15.1,21.1%,CHI,2,3,1,1,5
731,TOR,11/09/2017,48,54.1%,0.235,10.9,22.7%,61.6%,0.305,13.6,9.5%,NOP,2,2,1,1,4
732,TOR,11/12/2017,48,53.6%,0.33299999999999996,18.9,16.2%,46.0%,0.218,15.7,33.3%,BOS,3,2,0,0,-1
733,TOR,11/14/2017,48,61.5%,0.5379999999999999,13.3,12.8%,49.4%,0.519,18.6,31.1%,HOU,2,2,1,0,16
734,TOR,11/15/2017,48,69.7%,0.263,21.0,21.4%,56.0%,0.154,13.8,24.4%,NOP,1,2,1,0,9
735,TOR,11/17/2017,48,62.2%,0.141,13.1,9.4%,37.9%,0.187,10.6,27.5%,NYK,2,2,1,1,23
736,TOR,11/19/2017,48,50.0%,0.156,8.6,23.9%,48.8%,0.259,14.5,17.8%,WAS,2,2,1,1,9
737,TOR,11/22/2017,48,50.6%,0.207,15.3,26.1%,50.5%,0.183,12.1,30.2%,NYK,3,2,0,0,-8
738,TOR,11/24/2017,48,54.9%,0.247,19.5,18.4%,52.4%,0.325,15.9,22.2%,IND,2,4,0,0,-3
739,TOR,11/25/2017,48,62.5%,0.107,17.2,30.6%,38.7%,0.307,19.6,16.7%,ATL,1,1,1,0,34
740,TOR,11/29/2017,48,60.2%,0.11199999999999999,8.9,27.5%,52.5%,0.44299999999999995,12.9,20.0%,CHA,4,4,1,1,13
741,TOR,12/01/2017,48,54.6%,0.21600000000000003,11.3,27.9%,48.0%,0.21600000000000003,10.2,30.0%,IND,2,2,1,1,5
742,TOR,12/05/2017,48,56.0%,0.28300000000000003,15.9,18.6%,55.3%,0.507,15.6,0.0%,PHX,4,1,1,1,13
743,TOR,12/08/2017,48,55.8%,0.423,11.8,29.4%,55.5%,0.268,17.4,29.7%,MEM,3,2,1,0,9
744,TOR,12/10/2017,48,51.1%,0.218,13.5,25.5%,54.8%,0.192,22.5,17.9%,SAC,2,2,1,0,15
745,TOR,12/11/2017,48,44.4%,0.325,12.8,6.5%,41.8%,0.264,12.9,26.4%,LAC,1,2,0,0,-5
746,UTA,10/18/2017,48,56.2%,0.198,15.5,16.2%,55.2%,0.156,22.6,18.9%,DEN,0,0,1,1,10
747,UTA,10/20/2017,48,53.9%,0.221,19.7,17.1%,48.8%,0.321,16.3,24.4%,MIN,2,2,0,0,-3
748,UTA,10/21/2017,48,55.2%,0.182,20.0,18.9%,48.1%,0.244,17.8,19.0%,OKC,1,2,1,1,9
749,UTA,10/24/2017,48,47.5%,0.139,19.2,19.5%,53.0%,0.253,13.8,25.0%,LAC,3,3,0,0,-18
750,UTA,10/25/2017,48,45.5%,0.325,22.9,15.2%,46.9%,0.094,16.0,30.2%,PHX,1,2,0,0,-9
751,UTA,10/28/2017,48,55.1%,0.165,24.5,35.9%,41.4%,0.247,17.4,28.6%,LAL,3,1,1,1,15
752,UTA,10/30/2017,48,56.8%,0.185,14.6,15.4%,52.6%,0.145,25.0,23.7%,DAL,2,2,1,1,15
753,UTA,11/01/2017,53,45.0%,0.4,12.7,19.2%,44.6%,0.29,15.3,19.6%,POR,2,2,1,1,9
754,UTA,11/03/2017,48,48.8%,0.3,14.8,22.7%,61.3%,0.39399999999999996,17.8,17.9%,TOR,2,2,0,1,-9
755,UTA,11/05/2017,48,50.6%,0.273,13.4,17.8%,73.5%,0.259,19.8,16.7%,HOU,2,2,0,0,-27
756,UTA,11/07/2017,48,34.8%,0.354,10.7,22.6%,49.4%,0.37,20.3,20.5%,PHI,2,4,0,1,-7
757,UTA,11/10/2017,48,37.2%,0.297,18.4,8.9%,45.5%,0.23399999999999999,21.2,16.3%,MIA,3,2,0,1,-10
758,UTA,11/11/2017,48,54.7%,0.294,16.0,27.9%,50.7%,0.513,17.0,23.8%,BKN,1,1,1,1,8
759,UTA,11/13/2017,48,52.4%,0.131,15.7,18.6%,59.2%,0.408,17.8,17.9%,MIN,2,2,0,1,-11
760,UTA,11/15/2017,48,53.8%,0.215,15.3,21.4%,52.5%,0.309,12.1,30.0%,NYK,2,2,0,0,-5
761,UTA,11/17/2017,48,57.0%,0.304,16.7,23.8%,61.3%,0.23800000000000002,12.8,12.1%,BKN,2,3,0,0,-11
762,UTA,11/18/2017,48,55.1%,0.184,10.7,28.6%,43.2%,0.284,16.6,21.6%,ORL,1,3,1,0,40
763,UTA,11/20/2017,48,40.6%,0.22399999999999998,13.9,13.2%,54.1%,0.259,18.9,25.0%,PHI,2,2,0,0,-21
764,UTA,11/22/2017,48,54.7%,0.221,7.5,18.6%,40.4%,0.256,16.9,17.8%,CHI,2,1,1,1,30
765,UTA,11/25/2017,48,67.9%,0.235,10.6,13.5%,58.4%,0.299,17.7,24.2%,MIL,3,3,1,1,13
766,UTA,11/28/2017,48,56.3%,0.10300000000000001,11.8,23.1%,40.4%,0.205,19.8,26.1%,DEN,3,4,1,1,29
767,UTA,11/30/2017,48,67.6%,0.165,13.8,27.8%,61.4%,0.429,20.6,30.3%,LAC,2,3,1,0,19
768,UTA,12/01/2017,48,56.5%,0.294,9.3,18.2%,56.9%,0.172,10.2,13.6%,NOP,1,2,1,1,6
769,UTA,12/04/2017,48,67.1%,0.237,17.8,34.5%,31.3%,0.28800000000000003,14.3,22.2%,WAS,3,3,1,1,47
770,UTA,12/05/2017,48,50.0%,0.266,18.5,20.9%,50.6%,0.321,19.1,31.6%,OKC,1,2,0,0,-6
771,UTA,12/07/2017,48,51.3%,0.35100000000000003,13.3,9.5%,58.0%,0.29600000000000004,16.9,22.2%,HOU,2,4,0,1,-11
772,UTA,12/09/2017,48,48.7%,0.48700000000000004,16.1,21.4%,58.6%,0.321,11.5,23.5%,MIL,2,1,0,0,-17
773,WAS,10/18/2017,48,46.4%,0.392,9.3,30.2%,54.3%,0.204,15.8,23.4%,PHI,0,0,1,1,5
774,WAS,10/20/2017,48,57.3%,0.467,16.9,23.3%,55.2%,0.23,18.1,25.0%,DET,2,2,1,1,4
775,WAS,10/23/2017,48,49.4%,0.33299999999999996,14.8,22.2%,53.8%,0.28800000000000003,22.1,24.3%,DEN,3,2,1,0,5
776,WAS,10/25/2017,53,44.2%,0.242,13.3,13.0%,48.4%,0.174,19.1,13.6%,LAL,2,3,0,0,-3
777,WAS,10/27/2017,48,52.1%,0.22699999999999998,13.7,24.0%,53.7%,0.21100000000000002,16.9,34.1%,GSW,2,2,0,0,-3
778,WAS,10/29/2017,48,57.1%,0.235,17.4,28.9%,42.7%,0.195,20.4,23.4%,SAC,2,3,1,0,27
779,WAS,11/01/2017,48,50.0%,0.326,11.7,30.6%,54.8%,0.45799999999999996,10.1,26.8%,PHX,3,1,0,1,-6
780,WAS,11/03/2017,48,60.1%,0.369,15.3,25.7%,63.4%,0.341,14.8,22.2%,CLE,2,2,0,1,-8
781,WAS,11/05/2017,48,53.5%,0.271,16.8,28.9%,49.4%,0.33799999999999997,13.6,20.5%,TOR,2,2,1,0,11
782,WAS,11/07/2017,48,49.3%,0.42700000000000005,14.8,6.7%,53.3%,0.22,11.9,23.4%,DAL,2,3,0,1,-14
783,WAS,11/09/2017,48,56.0%,0.24100000000000002,20.6,19.4%,37.8%,0.47700000000000004,17.9,30.9%,LAL,2,1,1,1,16
784,WAS,11/11/2017,48,58.3%,0.359,22.5,33.3%,49.4%,0.205,23.0,24.4%,ATL,2,1,1,1,19
785,WAS,11/13/2017,48,57.6%,0.14,11.9,28.6%,47.6%,0.214,10.9,20.0%,SAC,2,2,1,1,18
786,WAS,11/15/2017,48,46.8%,0.397,13.0,26.8%,49.4%,0.244,18.6,29.3%,MIA,2,3,1,0,9
787,WAS,11/17/2017,48,44.0%,0.19,12.5,14.3%,47.0%,0.217,15.6,20.4%,MIA,2,2,0,1,-3
788,WAS,11/19/2017,48,48.8%,0.259,14.5,17.8%,50.0%,0.156,8.6,23.9%,TOR,2,2,0,0,-9
789,WAS,11/20/2017,48,58.8%,0.23,19.7,22.9%,46.8%,0.24100000000000002,10.9,13.6%,MIL,1,2,1,0,11
790,WAS,11/22/2017,53,54.0%,0.222,11.5,20.9%,52.7%,0.44,11.3,29.2%,CHA,2,2,0,0,-5
791,WAS,11/25/2017,48,50.6%,0.18,11.0,16.7%,56.9%,0.275,16.1,16.7%,POR,3,1,0,1,-3
792,WAS,11/28/2017,48,49.4%,0.205,7.9,20.0%,47.1%,0.165,11.3,27.1%,MIN,3,2,1,0,3
793,WAS,11/29/2017,48,45.5%,0.41600000000000004,10.1,14.0%,47.5%,0.79,16.2,42.9%,PHI,1,2,0,0,-5
794,WAS,12/01/2017,48,52.2%,0.213,11.9,36.4%,50.0%,0.24100000000000002,15.3,10.8%,DET,2,2,1,1,18
795,WAS,12/04/2017,48,31.3%,0.28800000000000003,14.3,22.2%,67.1%,0.237,17.8,34.5%,UTA,3,3,0,0,-47
796,WAS,12/05/2017,48,53.4%,0.157,10.6,24.4%,48.7%,0.26899999999999996,19.1,17.5%,POR,1,3,1,0,14
797,WAS,12/07/2017,48,55.6%,0.309,11.6,20.0%,50.6%,0.359,14.8,25.0%,PHX,2,2,1,0,10
798,WAS,12/09/2017,48,59.1%,0.28,14.4,23.7%,57.5%,0.3,10.4,10.3%,LAC,2,3,0,0,-1
799,WAS,12/12/2017,48,42.1%,0.23199999999999998,10.6,21.4%,46.4%,0.39299999999999996,13.5,19.6%,BKN,3,3,0,0,-5
