,TEAM,GAME DATE,MIN,EFG%,FTA RATE,TOV,TOV%,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV,OPP_TOV%,OPP_OREB%,OPP,REST,OPP_REST,W/L,Home/Away,+/-
159,CLE,12/8/17,48,0.494,0.256,12.2,0.122,0.191,0.529,0.279,10.6,0.106,0.255,IND,2,2,0,0,-4
160,CLE,12/9/17,48,0.573,0.32,18.5,0.185,0.158,0.545,0.167,19.8,0.198,0.206,PHI,1,2,1,1,7
161,CLE,12/12/17,48,0.674,0.116,13.3,0.133,0.182,0.554,0.141,10.2,0.102,0.244,ATL,3,2,1,1,9
162,DAL,10/18/17,48,0.541,0.244,15.6,0.156,0.2,0.559,0.16,13.1,0.131,0.304,ATL,0,0,0,1,-6
163,DAL,10/20/17,48,0.487,0.28,13.4,0.134,0.146,0.483,0.149,16.4,0.164,0.356,SAC,2,2,0,1,-5
164,DAL,10/21/17,48,0.446,0.25,14.1,0.141,0.148,0.543,0.268,15.2,0.152,0.195,HOU,1,3,0,0,-16
165,DAL,10/23/17,48,0.443,0.313,11.2,0.112,0.259,0.645,0.302,15.5,0.155,0.263,GSW,2,2,0,1,-30
166,DAL,10/25/17,48,0.561,0.392,11.7,0.117,0.118,0.542,0.333,19,0.19,0.162,MEM,2,2,1,1,9
167,DAL,10/26/17,48,0.394,0.213,14.2,0.142,0.327,0.479,0.411,18.9,0.189,0.205,MEM,1,1,0,0,-5
168,DAL,10/28/17,48,0.642,0.257,18.5,0.185,0.088,0.586,0.161,14.6,0.146,0.268,PHI,2,3,0,1,-2
169,DAL,10/30/17,48,0.526,0.145,25,0.25,0.237,0.568,0.185,14.6,0.146,0.154,UTA,2,2,0,0,-15
170,DAL,11/1/17,48,0.461,0.225,13.6,0.136,0.176,0.609,0.372,16,0.16,0.194,LAC,2,2,0,0,-21
171,DAL,11/3/17,48,0.438,0.25,14.5,0.145,0.17,0.444,0.292,13.3,0.133,0.191,NOP,2,2,0,1,-5
172,DAL,11/4/17,48,0.517,0.138,15,0.15,0.156,0.608,0.253,19.6,0.196,0.294,MIN,1,3,0,0,-13
173,DAL,11/7/17,48,0.533,0.22,11.9,0.119,0.234,0.493,0.427,14.8,0.148,0.067,WAS,3,2,1,0,14
174,DAL,11/11/17,48,0.478,0.228,10.7,0.107,0.173,0.506,0.432,16.4,0.164,0.233,CLE,4,2,0,1,-7
175,DAL,11/12/17,48,0.489,0.207,19.2,0.192,0.244,0.604,0.458,16.9,0.169,0.091,OKC,1,2,0,0,-13
176,DAL,11/14/17,48,0.469,0.222,15.2,0.152,0.114,0.481,0.342,12.6,0.126,0.186,SAS,2,3,0,1,-6
177,DAL,11/17/17,48,0.419,0.198,11.8,0.118,0.229,0.542,0.274,10.7,0.107,0.268,MIN,3,2,0,1,-24
178,DAL,11/18/17,48,0.601,0.241,18.3,0.183,0.189,0.419,0.419,14,0.14,0.16,MIL,1,3,1,1,32
179,DAL,11/20/17,53,0.443,0.208,10.2,0.102,0.143,0.53,0.31,15.8,0.158,0.119,BOS,2,2,0,1,-8
180,DAL,11/22/17,48,0.478,0.176,7.8,0.078,0.08,0.5,0.173,17.3,0.173,0.143,MEM,2,2,1,0,1
181,DAL,11/25/17,48,0.593,0.147,19.1,0.191,0.205,0.444,0.163,17.9,0.179,0.186,OKC,3,1,1,1,16
182,DAL,11/27/17,48,0.565,0.2,11.1,0.111,0.093,0.585,0.256,10.3,0.103,0.1,SAS,2,2,0,0,-7
183,DAL,11/29/17,48,0.518,0.25,11.3,0.113,0.156,0.528,0.278,13.9,0.139,0.275,BKN,2,2,0,1,-5
184,DAL,12/2/17,48,0.557,0.329,18.4,0.184,0.357,0.384,0.267,11.4,0.114,0.22,LAC,3,2,1,1,26
185,DAL,12/4/17,48,0.64,0.198,7.3,0.073,0.128,0.495,0.253,7.5,0.075,0.288,DEN,2,2,1,1,17
186,DAL,12/6/17,48,0.448,0.198,11.2,0.112,0.12,0.483,0.195,12.3,0.123,0.188,BOS,2,2,0,0,-7
187,DAL,12/8/17,48,0.533,0.347,12.7,0.127,0.108,0.506,0.43,10.3,0.103,0.179,MIL,2,2,0,0,-7
188,DAL,12/10/17,48,0.525,0.111,12.2,0.122,0.143,0.549,0.319,19.8,0.198,0.25,MIN,2,4,0,0,-5
189,DEN,10/18/17,48,0.552,0.156,22.6,0.226,0.189,0.562,0.198,15.5,0.155,0.162,UTA,0,0,0,0,-10
190,DEN,10/21/17,48,0.494,0.235,17.4,0.174,0.4,0.412,0.153,15.1,0.151,0.231,SAC,3,1,1,1,17
191,DEN,10/23/17,48,0.538,0.288,22.1,0.221,0.243,0.494,0.333,14.8,0.148,0.222,WAS,2,3,0,1,-5
192,DEN,10/25/17,48,0.42,0.15,13.6,0.136,0.31,0.549,0.321,14.5,0.145,0.233,CHA,2,2,0,0,-17
193,DEN,10/27/17,48,0.484,0.253,11.8,0.118,0.256,0.494,0.135,12.6,0.126,0.239,ATL,2,1,1,0,5
194,DEN,10/29/17,48,0.559,0.234,5.7,0.057,0.093,0.469,0.323,13.9,0.139,0.288,BKN,2,2,1,0,13
195,DEN,10/30/17,48,0.518,0.365,13.2,0.132,0.255,0.579,0.28,22.1,0.221,0.324,NYK,1,1,0,0,-6
196,DEN,11/1/17,48,0.625,0.33,11.6,0.116,0.237,0.559,0.294,13.9,0.139,0.209,TOR,2,2,1,1,18
197,DEN,11/3/17,48,0.506,0.313,17.9,0.179,0.283,0.565,0.143,23.8,0.238,0.222,MIA,2,2,1,1,1
198,DEN,11/4/17,48,0.494,0.31,16.7,0.167,0.209,0.648,0.187,14.1,0.141,0.159,GSW,1,2,0,1,-19
199,DEN,11/7/17,48,0.522,0.215,17,0.17,0.188,0.489,0.247,21.6,0.216,0.174,BKN,3,1,1,1,8
200,DEN,11/9/17,48,0.518,0.268,19.7,0.197,0.35,0.483,0.156,18.7,0.187,0.367,OKC,2,2,1,1,8
201,DEN,11/11/17,48,0.598,0.31,13.1,0.131,0.317,0.534,0.23,12,0.12,0.178,ORL,2,1,1,1,18
202,DEN,11/13/17,48,0.411,0.179,20.3,0.203,0.255,0.568,0.247,23.2,0.232,0.258,POR,2,3,0,0,-17
203,DEN,11/17/17,48,0.73,0.236,15,0.15,0.382,0.593,0.11,12.9,0.129,0.186,NOP,4,2,1,1,32
204,DEN,11/19/17,48,0.506,0.417,20.3,0.203,0.34,0.59,0.16,13.8,0.138,0.302,LAL,2,2,0,0,-18
205,DEN,11/20/17,48,0.576,0.233,14.8,0.148,0.326,0.523,0.105,14.1,0.141,0.125,SAC,1,2,1,0,16
206,DEN,11/22/17,48,0.46,0.264,20.4,0.204,0.283,0.659,0.28,17.6,0.176,0.222,HOU,2,4,0,0,-30
207,DEN,11/24/17,48,0.563,0.329,21.8,0.218,0.429,0.555,0.219,18.9,0.189,0.079,MEM,2,2,1,1,12
208,DEN,11/28/17,48,0.404,0.205,19.8,0.198,0.261,0.563,0.103,11.8,0.118,0.231,UTA,4,3,0,0,-29
209,DEN,11/30/17,48,0.53,0.373,12.3,0.123,0.244,0.591,0.256,11.4,0.114,0.154,CHI,2,2,1,1,1
210,DEN,12/2/17,48,0.529,0.322,11.7,0.117,0.205,0.494,0.244,21.2,0.212,0.362,LAL,2,3,1,1,15
211,DEN,12/4/17,48,0.495,0.253,7.5,0.075,0.288,0.64,0.198,7.3,0.073,0.128,DAL,2,2,0,0,-17
212,DEN,12/6/17,48,0.521,0.234,8.8,0.088,0.208,0.605,0.337,12.9,0.129,0.268,NOP,2,2,0,0,-9
213,DEN,12/8/17,48,0.529,0.188,13.1,0.131,0.162,0.428,0.277,15.4,0.154,0.224,ORL,2,2,1,0,14
214,DEN,12/10/17,53,0.542,0.179,20.9,0.209,0.396,0.581,0.237,10.7,0.107,0.282,IND,2,2,0,0,-10
215,DEN,12/12/17,48,0.57,0.177,17.7,0.177,0.171,0.411,0.278,21.3,0.213,0.224,DET,2,2,1,0,19
216,DET,10/18/17,48,0.474,0.125,8.9,0.089,0.17,0.459,0.397,17,0.17,0.073,CHA,0,0,1,1,12
217,DET,10/20/17,48,0.552,0.23,18.1,0.181,0.25,0.573,0.467,16.9,0.169,0.233,WAS,2,2,0,0,-4
218,DET,10/21/17,48,0.533,0.165,13.6,0.136,0.357,0.506,0.383,14.5,0.145,0.3,NYK,1,2,1,0,4
219,DET,10/23/17,48,0.424,0.224,14.2,0.142,0.18,0.527,0.32,21.3,0.213,0.211,PHI,2,2,0,1,-11
220,DET,10/25/17,48,0.603,0.185,14.6,0.146,0.286,0.488,0.247,13.8,0.138,0.167,MIN,2,1,1,1,21
221,DET,10/28/17,48,0.46,0.239,13.2,0.132,0.25,0.423,0.262,19.5,0.195,0.283,LAC,3,2,1,0,8
222,DET,10/29/17,48,0.527,0.183,14.4,0.144,0.362,0.636,0.156,26.5,0.265,0.333,GSW,1,2,1,0,8
223,DET,10/31/17,48,0.489,0.032,13.2,0.132,0.192,0.56,0.154,14,0.14,0.244,LAL,2,3,0,0,-20
224,DET,11/3/17,48,0.526,0.359,14.4,0.144,0.194,0.53,0.108,14.9,0.149,0.179,MIL,3,2,1,1,9
225,DET,11/4/17,48,0.589,0.278,15.7,0.157,0.216,0.592,0.171,18.6,0.186,0.1,SAC,1,3,1,1,9
226,DET,11/8/17,48,0.59,0.301,17.3,0.173,0.205,0.472,0.205,14.4,0.144,0.143,IND,4,1,1,1,17
227,DET,11/10/17,48,0.506,0.303,17.4,0.174,0.37,0.539,0.124,16.2,0.162,0.262,ATL,2,4,1,1,7
228,DET,11/12/17,48,0.563,0.23,13.3,0.133,0.256,0.506,0.178,9.1,0.091,0.14,MIA,2,2,1,1,9
229,DET,11/15/17,48,0.441,0.271,18.7,0.187,0.347,0.538,0.269,16.4,0.164,0.282,MIL,3,2,0,0,-4
230,DET,11/17/17,48,0.495,0.108,11.3,0.113,0.224,0.522,0.236,10.5,0.105,0.289,IND,2,2,0,0,-7
231,DET,11/19/17,48,0.518,0.241,19,0.19,0.256,0.545,0.231,20.8,0.208,0.188,MIN,2,2,1,0,3
232,DET,11/20/17,48,0.526,0.169,15.6,0.156,0.167,0.625,0.213,12,0.12,0.206,CLE,1,3,0,1,-28
233,DET,11/24/17,48,0.548,0.107,20.8,0.208,0.2,0.469,0.082,14.5,0.145,0.271,OKC,4,2,1,0,1
234,DET,11/27/17,48,0.582,0.271,8.4,0.084,0.205,0.623,0.273,17.3,0.173,0.135,BOS,3,2,1,0,10
235,DET,11/29/17,48,0.646,0.236,16.9,0.169,0.147,0.506,0.333,19.2,0.192,0.17,PHX,2,1,1,1,24
236,DET,12/1/17,48,0.5,0.241,15.3,0.153,0.108,0.522,0.213,11.9,0.119,0.364,WAS,2,2,0,0,-18
237,DET,12/2/17,48,0.494,0.41,18.3,0.183,0.189,0.465,0.372,17.8,0.178,0.37,PHI,1,2,0,0,-5
238,DET,12/4/17,48,0.459,0.282,10.1,0.101,0.146,0.512,0.146,18,0.18,0.222,SAS,2,1,0,0,-3
239,DET,12/6/17,48,0.471,0.31,12.8,0.128,0.378,0.544,0.329,13.4,0.134,0.31,MIL,2,2,0,0,-4
240,DET,12/8/17,48,0.478,0.207,13.2,0.132,0.273,0.525,0.272,14,0.14,0.128,GSW,2,2,0,1,-4
241,DET,12/10/17,48,0.393,0.226,10.9,0.109,0.212,0.487,0.228,15.2,0.152,0.205,BOS,2,2,0,1,-10
242,DET,12/12/17,48,0.411,0.278,21.3,0.213,0.224,0.57,0.177,17.7,0.177,0.171,DEN,2,2,0,1,-19
243,GSW,10/17/17,48,0.638,0.263,17,0.17,0.154,0.562,0.196,12,0.12,0.222,HOU,0,0,0,1,-1
244,GSW,10/20/17,48,0.615,0.22,16.7,0.167,0.222,0.541,0.224,17.2,0.172,0.291,NOP,3,2,1,0,8
245,GSW,10/21/17,48,0.464,0.321,16.9,0.169,0.261,0.532,0.481,13.8,0.138,0.15,MEM,1,3,0,0,-10
246,GSW,10/23/17,48,0.645,0.302,15.5,0.155,0.263,0.443,0.313,11.2,0.112,0.259,DAL,2,2,1,0,30
247,GSW,10/25/17,48,0.636,0.286,17.4,0.174,0.194,0.5,0.202,17.4,0.174,0.354,TOR,2,2,1,1,5
248,GSW,10/27/17,48,0.537,0.211,16.9,0.169,0.341,0.521,0.227,13.7,0.137,0.24,WAS,2,2,1,1,3
249,GSW,10/29/17,48,0.636,0.156,26.5,0.265,0.333,0.527,0.183,14.4,0.144,0.362,DET,2,1,0,1,-8
250,GSW,10/30/17,48,0.663,0.337,12,0.12,0.35,0.512,0.349,14.3,0.143,0.22,LAC,1,2,1,0,28
251,GSW,11/2/17,48,0.602,0.193,14.1,0.141,0.135,0.431,0.264,18.6,0.186,0.28,SAS,3,3,1,0,20
252,GSW,11/4/17,48,0.648,0.187,14.1,0.141,0.159,0.494,0.31,16.7,0.167,0.209,DEN,2,1,1,0,19
253,GSW,11/6/17,48,0.431,0.276,15.1,0.151,0.26,0.41,0.205,21.6,0.216,0.156,MIA,2,1,1,1,17
254,GSW,11/8/17,48,0.653,0.212,17.4,0.174,0.086,0.44,0.293,12.9,0.129,0.176,MIN,2,3,1,1,24
255,GSW,11/11/17,48,0.671,0.317,20.5,0.205,0.138,0.532,0.213,18.2,0.182,0.271,PHI,3,2,1,1,21
256,GSW,11/13/17,48,0.545,0.182,16.2,0.162,0.279,0.477,0.205,10.7,0.107,0.095,ORL,2,2,1,1,10
257,GSW,11/16/17,48,0.463,0.232,15.3,0.153,0.135,0.373,0.481,14.5,0.145,0.149,BOS,3,2,0,0,-4
258,GSW,11/18/17,48,0.588,0.22,12.8,0.128,0.275,0.536,0.165,10.6,0.106,0.229,PHI,2,3,1,0,8
259,GSW,11/19/17,48,0.567,0.256,13.7,0.137,0.133,0.442,0.411,11.6,0.116,0.203,BKN,1,2,1,0,7
260,GSW,11/22/17,48,0.475,0.225,21.4,0.214,0.159,0.5,0.289,16.1,0.161,0.289,OKC,3,2,0,0,-17
261,GSW,11/24/17,48,0.67,0.231,10.5,0.105,0.182,0.419,0.152,13.9,0.139,0.232,CHI,2,2,1,1,49
262,GSW,11/25/17,48,0.468,0.287,9.5,0.095,0.234,0.47,0.274,16.6,0.166,0.214,NOP,1,1,1,1,15
263,GSW,11/27/17,48,0.6,0.175,16.3,0.163,0.265,0.589,0.266,16.3,0.163,0.289,SAC,2,2,0,1,-4
264,GSW,11/29/17,53,0.564,0.298,18.9,0.189,0.308,0.542,0.263,14.7,0.147,0.159,LAL,2,2,1,0,4
265,GSW,12/1/17,48,0.693,0.125,18.1,0.181,0.241,0.516,0.188,14.2,0.142,0.271,ORL,2,2,1,0,21
266,GSW,12/3/17,48,0.625,0.286,10.3,0.103,0.233,0.494,0.21,12.6,0.126,0.128,MIA,2,2,1,0,28
267,GSW,12/4/17,48,0.609,0.31,15.3,0.153,0.122,0.582,0.165,19.5,0.195,0.239,NOP,1,2,1,0,10
268,GSW,12/6/17,48,0.542,0.155,15.5,0.155,0.186,0.381,0.175,11.7,0.117,0.264,CHA,2,2,1,0,14
269,GSW,12/8/17,48,0.525,0.272,14,0.14,0.128,0.478,0.207,13.2,0.132,0.273,DET,2,2,1,0,4
270,GSW,12/11/17,48,0.613,0.213,14.7,0.147,0.182,0.46,0.284,10.3,0.103,0.25,POR,3,2,1,1,7
271,HOU,10/17/17,48,0.562,0.196,12,0.12,0.222,0.638,0.263,17,0.17,0.154,GSW,0,0,1,0,1
272,HOU,10/18/17,48,0.47,0.349,16,0.16,0.267,0.523,0.114,17.8,0.178,0.22,SAC,1,0,1,0,5
273,HOU,10/21/17,48,0.543,0.268,15.2,0.152,0.195,0.446,0.25,14.1,0.141,0.148,DAL,3,1,1,1,16
274,HOU,10/23/17,48,0.474,0.299,18.7,0.187,0.205,0.471,0.544,12.9,0.129,0.091,MEM,2,2,0,1,-8
275,HOU,10/25/17,48,0.56,0.32,19.5,0.195,0.184,0.505,0.103,15.2,0.152,0.267,PHI,2,2,1,0,1
276,HOU,10/27/17,48,0.576,0.153,16,0.16,0.175,0.438,0.318,9.2,0.092,0.2,CHA,2,2,1,0,16
277,HOU,10/28/17,48,0.468,0.273,19.5,0.195,0.182,0.553,0.141,9.6,0.096,0.146,MEM,1,2,0,0,-14
278,HOU,10/30/17,48,0.476,0.458,14.3,0.143,0.196,0.613,0.3,20.1,0.201,0.219,PHI,2,2,0,1,-8
279,HOU,11/1/17,48,0.585,0.239,14.5,0.145,0.2,0.478,0.144,17.5,0.175,0.14,NYK,2,2,1,0,22
280,HOU,11/3/17,48,0.562,0.258,13.4,0.134,0.2,0.549,0.222,17.7,0.177,0.125,ATL,2,2,1,0,15
281,HOU,11/5/17,48,0.735,0.259,19.8,0.198,0.167,0.506,0.273,13.4,0.134,0.178,UTA,2,2,1,1,27
282,HOU,11/9/17,48,0.571,0.468,22.5,0.225,0.436,0.63,0.173,18.6,0.186,0.125,CLE,4,2,1,1,4
283,HOU,11/11/17,48,0.542,0.337,15.9,0.159,0.234,0.519,0.228,19.6,0.196,0.125,MEM,2,4,1,1,15
284,HOU,11/12/17,48,0.572,0.2,12.9,0.129,0.227,0.494,0.253,13.2,0.132,0.159,IND,1,2,1,0,23
285,HOU,11/14/17,48,0.494,0.519,18.6,0.186,0.311,0.615,0.538,13.3,0.133,0.128,TOR,2,2,0,1,-16
286,HOU,11/16/17,48,0.594,0.422,12.9,0.129,0.279,0.5,0.202,13.4,0.134,0.291,PHX,2,3,1,0,26
287,HOU,11/18/17,48,0.564,0.269,17,0.17,0.214,0.401,0.221,14.1,0.141,0.294,MEM,2,3,1,0,22
288,HOU,11/22/17,48,0.659,0.28,17.6,0.176,0.222,0.46,0.264,20.4,0.204,0.283,DEN,4,2,1,1,30
289,HOU,11/25/17,48,0.532,0.234,7.8,0.078,0.209,0.518,0.224,17.1,0.171,0.154,NYK,3,1,1,1,15
290,HOU,11/27/17,48,0.605,0.233,14.7,0.147,0.178,0.523,0.198,13.8,0.138,0.15,BKN,2,1,1,1,14
291,HOU,11/29/17,48,0.593,0.244,15.8,0.158,0.25,0.517,0.068,14.2,0.142,0.133,IND,2,2,1,1,21
292,HOU,12/3/17,48,0.578,0.189,14.2,0.142,0.171,0.435,0.357,19.6,0.196,0.234,LAL,4,1,1,0,23
293,HOU,12/7/17,48,0.58,0.296,16.9,0.169,0.222,0.513,0.351,13.3,0.133,0.095,UTA,4,2,1,0,11
294,HOU,12/9/17,48,0.6,0.56,12.2,0.122,0.212,0.614,0.136,15.6,0.156,0.2,POR,2,4,1,0,7
295,HOU,12/11/17,48,0.642,0.284,8.7,0.087,0.103,0.682,0.153,17.5,0.175,0.158,NOP,2,1,1,1,7
296,IND,10/18/17,48,0.564,0.314,12.1,0.121,0.304,0.543,0.34,17.1,0.171,0.25,BKN,0,0,1,1,9
297,IND,10/20/17,48,0.474,0.423,12.2,0.122,0.13,0.532,0.179,9,0.09,0.25,POR,2,2,0,1,-18
298,IND,10/21/17,48,0.484,0.219,10.7,0.107,0.25,0.598,0.161,13.8,0.138,0.158,MIA,1,3,0,0,-4
299,IND,10/24/17,48,0.726,0.131,18.2,0.182,0.308,0.541,0.256,13.9,0.139,0.209,MIN,3,2,1,0,23
300,IND,10/25/17,48,0.398,0.422,18.4,0.184,0.298,0.539,0.292,19.1,0.191,0.372,OKC,1,3,0,0,-18
301,IND,10/29/17,48,0.532,0.26,19.2,0.192,0.158,0.45,0.2,16.5,0.165,0.24,SAS,4,2,1,1,3
302,IND,10/31/17,48,0.494,0.259,15.7,0.157,0.28,0.432,0.159,15.1,0.151,0.204,SAC,2,2,1,1,18
303,IND,11/1/17,48,0.633,0.144,13.8,0.138,0.195,0.541,0.233,15.6,0.156,0.186,CLE,1,3,1,0,17
304,IND,11/3/17,48,0.505,0.196,11,0.11,0.174,0.598,0.152,18.8,0.188,0.273,PHI,2,2,0,0,-11
305,IND,11/5/17,48,0.544,0.215,12.7,0.127,0.105,0.534,0.216,12.5,0.125,0.286,NYK,2,2,0,0,-7
306,IND,11/7/17,48,0.522,0.194,10.9,0.109,0.256,0.586,0.253,13.2,0.132,0.268,NOP,2,3,0,1,-5
307,IND,11/8/17,48,0.472,0.205,14.4,0.144,0.143,0.59,0.301,17.3,0.173,0.205,DET,1,4,0,0,-17
308,IND,11/10/17,48,0.583,0.143,17.9,0.179,0.179,0.435,0.097,12.2,0.122,0.2,CHI,2,3,1,0,18
309,IND,11/12/17,48,0.494,0.253,13.2,0.132,0.159,0.572,0.2,12.9,0.129,0.227,HOU,2,1,0,1,-23
310,IND,11/15/17,48,0.576,0.235,11.9,0.119,0.135,0.558,0.256,14.2,0.142,0.262,MEM,3,2,1,0,3
311,IND,11/17/17,48,0.522,0.236,10.5,0.105,0.289,0.495,0.108,11.3,0.113,0.224,DET,2,2,1,1,7
312,IND,11/19/17,48,0.665,0.094,15,0.15,0.265,0.5,0.169,17.7,0.177,0.233,MIA,2,2,1,0,25
313,IND,11/20/17,48,0.461,0.326,12.2,0.122,0.17,0.494,0.274,20.9,0.209,0.216,ORL,1,2,1,0,8
314,IND,11/24/17,48,0.524,0.325,15.9,0.159,0.222,0.549,0.247,19.5,0.195,0.184,TOR,4,2,1,1,3
315,IND,11/25/17,48,0.532,0.192,21.1,0.211,0.278,0.625,0.113,15.8,0.158,0.133,BOS,1,1,0,1,-10
316,IND,11/27/17,48,0.627,0.329,16.3,0.163,0.242,0.522,0.174,14.4,0.144,0.222,ORL,2,2,1,1,12
317,IND,11/29/17,48,0.517,0.068,14.2,0.142,0.133,0.593,0.244,15.8,0.158,0.25,HOU,2,2,0,0,-21
318,IND,12/1/17,48,0.48,0.216,10.2,0.102,0.3,0.546,0.216,11.3,0.113,0.279,TOR,2,2,0,0,-5
