,TEAM,GAME DATE,OPP,Home/Away,REST,OPP_REST
0,POR,10/25/16,UTA,1,0,0
1,UTA,10/25/16,POR,0,0,0
2,NYK,10/25/16,CLE,0,0,0
3,GSW,10/25/16,SAS,1,0,0
4,SAS,10/25/16,GSW,0,0,0
5,CLE,10/25/16,NYK,1,0,0
6,NOP,10/26/16,DEN,1,0,0
7,PHX,10/26/16,SAC,1,0,0
8,SAC,10/26/16,PHX,0,0,0
9,HOU,10/26/16,LAL,0,0,0
10,TOR,10/26/16,DET,1,0,0
11,MIN,10/26/16,MEM,0,0,0
12,IND,10/26/16,DAL,1,0,0
13,OKC,10/26/16,PHI,0,0,0
14,LAL,10/26/16,HOU,1,0,0
15,CHA,10/26/16,MIL,0,0,0
16,PHI,10/26/16,OKC,1,0,0
17,DAL,10/26/16,IND,0,0,0
18,MIL,10/26/16,CHA,1,0,0
19,ORL,10/26/16,MIA,1,0,0
20,BKN,10/26/16,BOS,0,0,0
21,MIA,10/26/16,ORL,0,0,0
22,MEM,10/26/16,MIN,1,0,0
23,DET,10/26/16,TOR,0,0,0
24,BOS,10/26/16,BKN,1,0,0
25,DEN,10/26/16,NOP,0,0,0
26,CHI,10/27/16,BOS,1,0,1
27,BOS,10/27/16,CHI,0,1,0
28,WAS,10/27/16,ATL,0,0,0
29,SAC,10/27/16,SAS,1,1,2
30,LAC,10/27/16,POR,0,0,2
31,POR,10/27/16,LAC,1,2,0
32,SAS,10/27/16,SAC,0,2,1
33,ATL,10/27/16,WAS,1,0,0
34,CLE,10/28/16,TOR,0,3,2
35,ORL,10/28/16,DET,0,2,2
36,TOR,10/28/16,CLE,1,2,3
37,UTA,10/28/16,LAL,1,3,2
38,CHA,10/28/16,MIA,0,2,2
39,DET,10/28/16,ORL,1,2,2
40,MIA,10/28/16,CHA,1,2,2
41,GSW,10/28/16,NOP,0,3,2
42,IND,10/28/16,BKN,0,2,2
43,DAL,10/28/16,HOU,1,2,2
44,BKN,10/28/16,IND,1,2,2
45,LAL,10/28/16,UTA,0,2,3
46,OKC,10/28/16,PHX,1,2,2
47,NOP,10/28/16,GSW,1,2,3
48,PHX,10/28/16,OKC,0,2,2
49,HOU,10/28/16,DAL,0,2,2
50,BKN,10/29/16,MIL,0,1,3
51,NOP,10/29/16,SAS,0,1,2
52,BOS,10/29/16,CHA,0,2,1
53,IND,10/29/16,CHI,0,1,2
54,MIL,10/29/16,BKN,1,3,1
55,SAS,10/29/16,NOP,1,2,1
56,DEN,10/29/16,POR,1,3,2
57,MIN,10/29/16,SAC,0,3,2
58,CLE,10/29/16,ORL,1,1,1
59,MEM,10/29/16,NYK,0,3,4
60,PHI,10/29/16,ATL,1,3,2
61,CHI,10/29/16,IND,1,2,1
62,NYK,10/29/16,MEM,1,4,3
63,POR,10/29/16,DEN,0,2,3
64,ORL,10/29/16,CLE,0,1,1
65,CHA,10/29/16,BOS,1,1,2
66,ATL,10/29/16,PHI,0,2,3
67,SAC,10/29/16,MIN,1,2,3
68,MIL,10/30/16,DET,0,1,2
69,DET,10/30/16,MIL,1,2,1
70,LAC,10/30/16,UTA,1,3,2
71,OKC,10/30/16,LAL,1,2,2
72,GSW,10/30/16,PHX,0,2,2
73,SAS,10/30/16,MIA,0,1,2
74,UTA,10/30/16,LAC,0,2,3
75,MIA,10/30/16,SAS,1,2,1
76,LAL,10/30/16,OKC,0,2,2
77,PHX,10/30/16,GSW,1,2,2
78,HOU,10/30/16,DAL,1,2,2
79,DAL,10/30/16,HOU,0,2,2
80,WAS,10/30/16,MEM,0,3,1
81,MEM,10/30/16,WAS,1,1,3
82,ATL,10/31/16,SAC,1,2,2
83,BKN,10/31/16,CHI,1,2,2
84,PHX,10/31/16,LAC,0,1,1
85,SAC,10/31/16,ATL,0,2,2
86,DEN,10/31/16,TOR,0,2,3
87,CHI,10/31/16,BKN,0,2,2
88,LAC,10/31/16,PHX,1,1,1
89,TOR,10/31/16,DEN,1,3,2
90,MIN,11/1/16,MEM,1,3,2
91,UTA,11/1/16,SAS,0,2,2
92,CLE,11/1/16,HOU,1,3,2
93,NOP,11/1/16,MIL,1,3,2
94,LAL,11/1/16,IND,0,2,3
95,PHI,11/1/16,ORL,1,3,3
96,IND,11/1/16,LAL,1,3,2
97,GSW,11/1/16,POR,0,2,3
98,MEM,11/1/16,MIN,0,2,3
99,SAC,11/1/16,MIA,0,1,2
100,HOU,11/1/16,CLE,0,2,3
101,ORL,11/1/16,PHI,0,3,3
102,MIA,11/1/16,SAC,1,2,1
103,MIL,11/1/16,NOP,0,2,3
104,POR,11/1/16,GSW,1,3,2
105,DET,11/1/16,NYK,1,2,3
106,SAS,11/1/16,UTA,1,2,2
107,NYK,11/1/16,DET,0,3,2
108,WAS,11/2/16,TOR,1,3,2
109,ATL,11/2/16,LAL,1,2,1
110,LAC,11/2/16,OKC,1,2,3
111,NYK,11/2/16,HOU,1,1,1
112,MEM,11/2/16,NOP,1,1,1
113,PHI,11/2/16,CHA,0,1,4
114,CHA,11/2/16,PHI,1,4,1
115,BKN,11/2/16,DET,1,2,1
116,TOR,11/2/16,WAS,0,2,3
117,UTA,11/2/16,DAL,1,1,3
118,DET,11/2/16,BKN,0,1,2
119,PHX,11/2/16,POR,1,2,1
120,NOP,11/2/16,MEM,0,1,1
121,OKC,11/2/16,LAC,0,3,2
122,BOS,11/2/16,CHI,1,4,2
123,POR,11/2/16,PHX,0,1,2
124,LAL,11/2/16,ATL,0,1,2
125,CHI,11/2/16,BOS,0,2,4
126,HOU,11/2/16,NYK,0,1,1
127,DAL,11/2/16,UTA,0,3,1
128,SAC,11/3/16,ORL,0,2,2
129,MIN,11/3/16,DEN,1,2,3
130,ORL,11/3/16,SAC,1,2,2
131,IND,11/3/16,MIL,0,2,2
132,BOS,11/3/16,CLE,0,1,2
133,CLE,11/3/16,BOS,1,2,1
134,MIL,11/3/16,IND,1,2,2
135,GSW,11/3/16,OKC,1,2,1
136,OKC,11/3/16,GSW,0,1,2
137,DEN,11/3/16,MIN,0,3,2
138,PHX,11/4/16,NOP,0,2,2
139,BKN,11/4/16,CHA,1,2,2
140,POR,11/4/16,DAL,0,2,2
141,LAL,11/4/16,GSW,1,2,1
142,LAC,11/4/16,MEM,0,2,2
143,NYK,11/4/16,CHI,0,2,2
144,CHA,11/4/16,BKN,0,2,2
145,UTA,11/4/16,SAS,1,2,3
146,SAS,11/4/16,UTA,0,3,2
147,WAS,11/4/16,ATL,1,2,2
148,MIA,11/4/16,TOR,0,3,2
149,CHI,11/4/16,NYK,1,2,2
150,NOP,11/4/16,PHX,1,2,2
151,DAL,11/4/16,POR,1,2,2
152,TOR,11/4/16,MIA,1,2,3
153,GSW,11/4/16,LAL,0,1,2
154,ATL,11/4/16,WAS,0,2,2
155,MEM,11/4/16,LAC,1,2,2
156,MIL,11/5/16,SAC,1,2,2
157,DEN,11/5/16,DET,0,2,3
158,WAS,11/5/16,ORL,0,1,2
159,PHI,11/5/16,CLE,1,3,2
160,ORL,11/5/16,WAS,1,2,1
161,SAS,11/5/16,LAC,1,1,1
162,DET,11/5/16,DEN,1,3,2
163,ATL,11/5/16,HOU,1,1,3
164,LAC,11/5/16,SAS,0,1,1
165,OKC,11/5/16,MIN,1,2,2
166,IND,11/5/16,CHI,1,2,1
167,CHI,11/5/16,IND,0,1,2
168,SAC,11/5/16,MIL,0,2,2
169,CLE,11/5/16,PHI,0,2,3
170,HOU,11/5/16,ATL,0,3,1
171,MIN,11/5/16,OKC,0,2,2
172,BOS,11/6/16,DEN,1,3,1
173,PHX,11/6/16,LAL,0,2,2
174,DEN,11/6/16,BOS,0,1,3
175,DAL,11/6/16,MIL,1,2,1
176,TOR,11/6/16,SAC,1,2,1
177,LAL,11/6/16,PHX,1,2,2
178,MIL,11/6/16,DAL,0,1,2
179,UTA,11/6/16,NYK,0,2,2
180,NYK,11/6/16,UTA,1,2,2
181,MEM,11/6/16,POR,1,2,2
182,POR,11/6/16,MEM,0,2,2
183,SAC,11/6/16,TOR,0,1,2
184,OKC,11/7/16,MIA,1,2,3
185,HOU,11/7/16,WAS,0,2,2
186,WAS,11/7/16,HOU,1,2,2
187,CHA,11/7/16,IND,1,3,2
188,PHI,11/7/16,UTA,1,2,1
189,GSW,11/7/16,NOP,1,3,3
190,DET,11/7/16,LAC,0,2,2
191,UTA,11/7/16,PHI,0,1,2
192,NOP,11/7/16,GSW,0,3,3
193,LAC,11/7/16,DET,1,2,2
194,CHI,11/7/16,ORL,1,2,2
195,ORL,11/7/16,CHI,0,2,2
196,IND,11/7/16,CHA,0,2,3
197,MIA,11/7/16,OKC,0,3,2
198,CLE,11/8/16,ATL,1,3,3
199,DEN,11/8/16,MEM,0,2,2
200,ATL,11/8/16,CLE,0,3,3
201,BKN,11/8/16,MIN,1,4,3
202,NOP,11/8/16,SAC,0,1,2
203,MEM,11/8/16,DEN,1,2,2
204,SAC,11/8/16,NOP,1,2,1
205,PHX,11/8/16,POR,0,2,2
206,POR,11/8/16,PHX,1,2,2
207,MIN,11/8/16,BKN,0,3,4
208,LAL,11/8/16,DAL,1,2,2
209,DAL,11/8/16,LAL,0,2,2
210,TOR,11/9/16,OKC,0,3,2
211,MIN,11/9/16,ORL,0,1,2
212,POR,11/9/16,LAC,0,1,2
213,ATL,11/9/16,CHI,1,1,2
214,GSW,11/9/16,DAL,1,2,1
215,LAC,11/9/16,POR,1,2,1
216,HOU,11/9/16,SAS,0,2,4
217,SAS,11/9/16,HOU,1,4,2
218,IND,11/9/16,PHI,1,2,2
219,DET,11/9/16,PHX,0,2,1
220,ORL,11/9/16,MIN,1,2,1
221,DAL,11/9/16,GSW,0,1,2
222,WAS,11/9/16,BOS,1,2,3
223,OKC,11/9/16,TOR,1,2,3
224,BKN,11/9/16,NYK,0,1,3
225,CHA,11/9/16,UTA,1,2,2
226,NYK,11/9/16,BKN,1,3,1
227,PHX,11/9/16,DET,1,1,2
228,PHI,11/9/16,IND,0,2,2
229,CHI,11/9/16,ATL,0,2,1
230,BOS,11/9/16,WAS,0,3,2
231,UTA,11/9/16,CHA,0,2,2
232,MIA,11/10/16,CHI,1,3,1
233,GSW,11/10/16,DEN,0,1,2
234,CHI,11/10/16,MIA,0,1,3
235,SAC,11/10/16,LAL,1,2,2
236,NOP,11/10/16,MIL,0,2,4
237,MIL,11/10/16,NOP,1,4,2
238,LAL,11/10/16,SAC,0,2,2
239,DEN,11/10/16,GSW,1,2,1
240,CLE,11/11/16,WAS,0,3,2
241,LAC,11/11/16,OKC,0,2,2
242,TOR,11/11/16,CHA,0,2,2
243,SAC,11/11/16,POR,0,1,2
244,DET,11/11/16,SAS,0,2,2
245,PHI,11/11/16,IND,1,2,2
246,CHA,11/11/16,TOR,1,2,2
247,BOS,11/11/16,NYK,1,2,2
248,UTA,11/11/16,ORL,0,2,2
249,SAS,11/11/16,DET,1,2,2
250,NYK,11/11/16,BOS,0,2,2
251,OKC,11/11/16,LAC,1,2,2
252,IND,11/11/16,PHI,0,2,2
253,WAS,11/11/16,CLE,1,2,3
254,ORL,11/11/16,UTA,1,2,2
255,POR,11/11/16,SAC,1,2,1
256,MIA,11/12/16,UTA,1,2,1
257,LAC,11/12/16,MIN,0,1,3
258,WAS,11/12/16,CHI,0,1,2
259,MIN,11/12/16,LAC,1,3,1
260,MIL,11/12/16,MEM,1,2,4
261,HOU,11/12/16,SAS,1,3,1
262,DET,11/12/16,DEN,0,1,2
263,PHX,11/12/16,BKN,1,3,3
264,UTA,11/12/16,MIA,0,1,2
265,DEN,11/12/16,DET,1,2,1
266,LAL,11/12/16,NOP,0,2,2
267,SAS,11/12/16,HOU,0,1,3
268,BKN,11/12/16,PHX,0,3,3
269,CHI,11/12/16,WAS,1,2,1
270,BOS,11/12/16,IND,0,1,1
271,TOR,11/12/16,NYK,1,1,1
272,ATL,11/12/16,PHI,1,3,1
273,NYK,11/12/16,TOR,0,1,1
274,PHI,11/12/16,ATL,0,1,3
275,MEM,11/12/16,MIL,0,4,2
276,IND,11/12/16,BOS,1,1,1
277,NOP,11/12/16,LAL,1,2,2
278,CLE,11/13/16,CHA,1,2,2
279,POR,11/13/16,DEN,1,2,1
280,DEN,11/13/16,POR,0,1,2
281,OKC,11/13/16,ORL,1,2,2
282,LAL,11/13/16,MIN,0,1,1
283,PHX,11/13/16,GSW,0,1,3
284,MIN,11/13/16,LAL,1,1,1
285,ORL,11/13/16,OKC,0,2,2
286,CHA,11/13/16,CLE,0,2,2
287,GSW,11/13/16,PHX,1,3,1
288,PHI,11/14/16,HOU,0,2,2
289,DET,11/14/16,OKC,1,2,1
290,BKN,11/14/16,LAC,0,2,2
291,MEM,11/14/16,UTA,0,2,2
292,ORL,11/14/16,IND,0,1,2
293,BOS,11/14/16,NOP,0,2,2
294,OKC,11/14/16,DET,0,1,2
295,NYK,11/14/16,DAL,1,2,5
296,UTA,11/14/16,MEM,1,2,2
297,SAS,11/14/16,MIA,1,2,2
298,HOU,11/14/16,PHI,1,2,2
299,NOP,11/14/16,BOS,1,2,2
300,MIA,11/14/16,SAS,0,2,2
301,IND,11/14/16,ORL,1,2,1
302,DAL,11/14/16,NYK,0,5,2
303,LAC,11/14/16,BKN,1,2,2
304,MIA,11/15/16,ATL,1,1,3
305,ATL,11/15/16,MIA,0,3,1
306,LAL,11/15/16,BKN,1,2,1
307,CLE,11/15/16,TOR,1,2,3
308,POR,11/15/16,CHI,1,2,3
309,CHA,11/15/16,MIN,0,2,2
310,MIN,11/15/16,CHA,1,2,2
311,CHI,11/15/16,POR,0,3,2
312,BKN,11/15/16,LAL,0,1,2
313,TOR,11/15/16,CLE,0,3,2
314,LAC,11/16/16,MEM,1,2,2
315,NOP,11/16/16,ORL,0,2,2
316,MIL,11/16/16,ATL,0,4,1
317,ATL,11/16/16,MIL,1,1,4
318,ORL,11/16/16,NOP,1,2,2
319,WAS,11/16/16,PHI,0,4,2
320,DAL,11/16/16,BOS,0,2,2
321,CLE,11/16/16,IND,0,1,2
322,SAS,11/16/16,SAC,0,2,5
323,SAC,11/16/16,SAS,1,5,2
324,HOU,11/16/16,OKC,0,2,2
325,MEM,11/16/16,LAC,0,2,2
326,IND,11/16/16,CLE,1,2,1
327,BOS,11/16/16,DAL,1,2,2
328,NYK,11/16/16,DET,1,2,2
329,PHI,11/16/16,WAS,1,2,4
330,GSW,11/16/16,TOR,0,3,1
331,DEN,11/16/16,PHX,1,3,3
332,DET,11/16/16,NYK,0,2,2
333,PHX,11/16/16,DEN,0,3,3
334,TOR,11/16/16,GSW,1,1,3
335,OKC,11/16/16,HOU,1,2,2
336,MIN,11/17/16,PHI,1,2,1
337,CHI,11/17/16,UTA,0,2,3
338,MIA,11/17/16,MIL,1,2,1
339,MIL,11/17/16,MIA,0,1,2
340,HOU,11/17/16,POR,1,1,2
341,WAS,11/17/16,NYK,1,1,1
342,UTA,11/17/16,CHI,1,3,2
343,POR,11/17/16,HOU,0,2,1
344,PHI,11/17/16,MIN,0,1,2
345,NYK,11/17/16,WAS,0,1,1
346,CLE,11/18/16,DET,1,2,2
347,NOP,11/18/16,POR,1,2,1
348,DET,11/18/16,CLE,0,2,2
349,BOS,11/18/16,GSW,1,2,2
350,PHX,11/18/16,IND,0,2,2
351,OKC,11/18/16,BKN,1,2,3
352,MEM,11/18/16,DAL,0,2,2
353,BKN,11/18/16,OKC,0,3,2
354,GSW,11/18/16,BOS,0,2,2
355,LAC,11/18/16,SAC,0,2,2
356,ATL,11/18/16,CHA,0,2,3
357,DAL,11/18/16,MEM,1,2,2
358,CHA,11/18/16,ATL,1,3,2
359,TOR,11/18/16,DEN,0,2,2
360,SAC,11/18/16,LAC,1,2,2
361,POR,11/18/16,NOP,0,1,2
362,LAL,11/18/16,SAS,1,3,2
363,IND,11/18/16,PHX,1,2,2
364,DEN,11/18/16,TOR,1,2,2
365,SAS,11/18/16,LAL,0,2,3
366,MIA,11/19/16,WAS,0,2,2
367,DET,11/19/16,BOS,1,1,1
368,CHI,11/19/16,LAC,0,2,1
369,MEM,11/19/16,MIN,1,1,2
370,CHA,11/19/16,NOP,0,1,1
371,WAS,11/19/16,MIA,1,2,2
372,GSW,11/19/16,MIL,0,1,2
373,UTA,11/19/16,HOU,0,2,2
374,HOU,11/19/16,UTA,1,2,2
375,ORL,11/19/16,DAL,1,3,1
376,DAL,11/19/16,ORL,0,1,3
377,NOP,11/19/16,CHA,1,1,1
378,MIL,11/19/16,GSW,1,2,1
379,PHX,11/19/16,PHI,0,1,2
380,PHI,11/19/16,PHX,1,2,1
381,BOS,11/19/16,DET,0,1,1
382,LAC,11/19/16,CHI,1,1,2
383,MIN,11/19/16,MEM,0,2,1
384,TOR,11/20/16,SAC,0,2,2
385,NYK,11/20/16,ATL,1,3,2
386,POR,11/20/16,BKN,0,2,2
387,SAC,11/20/16,TOR,1,2,2
388,DEN,11/20/16,UTA,1,2,1
389,CHI,11/20/16,LAL,0,1,2
390,LAL,11/20/16,CHI,1,2,1
391,UTA,11/20/16,DEN,0,1,2
392,ATL,11/20/16,NYK,0,2,3
393,BKN,11/20/16,POR,1,2,2
394,IND,11/20/16,OKC,0,2,2
395,OKC,11/20/16,IND,1,2,2
396,DET,11/21/16,HOU,1,2,2
397,ORL,11/21/16,MIL,0,2,2
398,PHI,11/21/16,MIA,1,2,2
399,MIN,11/21/16,BOS,1,2,2
400,WAS,11/21/16,PHX,1,2,2
401,MIA,11/21/16,PHI,0,2,2
402,PHX,11/21/16,WAS,0,2,2
403,BOS,11/21/16,MIN,0,2,2
404,TOR,11/21/16,LAC,0,1,2
405,HOU,11/21/16,DET,0,2,2
406,DAL,11/21/16,SAS,0,2,3
407,IND,11/21/16,GSW,1,1,2
408,MIL,11/21/16,ORL,1,2,2
409,SAS,11/21/16,DAL,1,3,2
410,CHA,11/21/16,MEM,1,2,2
411,LAC,11/21/16,TOR,1,2,1
412,GSW,11/21/16,IND,0,2,1
413,MEM,11/21/16,CHA,0,2,2
414,ATL,11/22/16,NOP,1,2,3
415,DEN,11/22/16,CHI,1,2,2
416,CHI,11/22/16,DEN,0,2,2
417,LAL,11/22/16,OKC,1,2,2
418,NOP,11/22/16,ATL,0,3,2
419,NYK,11/22/16,POR,1,2,2
420,OKC,11/22/16,LAL,0,2,2
421,POR,11/22/16,NYK,0,2,2
422,MEM,11/23/16,PHI,0,2,2
423,HOU,11/23/16,TOR,1,2,2
424,LAC,11/23/16,DAL,0,2,2
425,MIA,11/23/16,DET,0,2,2
426,DET,11/23/16,MIA,1,2,2
427,POR,11/23/16,CLE,0,1,5
428,ATL,11/23/16,IND,0,1,2
429,CHA,11/23/16,SAS,1,2,2
430,NOP,11/23/16,MIN,1,1,2
431,OKC,11/23/16,SAC,0,1,3
432,PHX,11/23/16,ORL,0,2,2
433,GSW,11/23/16,LAL,1,2,1
434,DEN,11/23/16,UTA,0,1,3
435,IND,11/23/16,ATL,1,2,1
436,DAL,11/23/16,LAC,1,2,2
437,BOS,11/23/16,BKN,0,2,3
438,CLE,11/23/16,POR,1,5,1
439,BKN,11/23/16,BOS,1,3,2
440,LAL,11/23/16,GSW,0,1,2
441,UTA,11/23/16,DEN,1,3,1
442,SAC,11/23/16,OKC,1,3,1
443,MIN,11/23/16,NOP,0,2,1
444,TOR,11/23/16,HOU,0,2,2
445,ORL,11/23/16,PHX,1,2,2
446,PHI,11/23/16,MEM,1,2,2
447,SAS,11/23/16,CHA,0,2,2
448,BKN,11/25/16,IND,0,2,2
449,LAC,11/25/16,DET,0,2,2
450,POR,11/25/16,NOP,1,2,2
451,CLE,11/25/16,DAL,1,2,2
452,ORL,11/25/16,WAS,1,2,4
453,ATL,11/25/16,UTA,0,2,2
454,SAC,11/25/16,HOU,1,2,2
455,CHA,11/25/16,NYK,0,2,3
456,BOS,11/25/16,SAS,1,2,2
457,IND,11/25/16,BKN,1,2,2
458,MIA,11/25/16,MEM,0,2,2
459,MEM,11/25/16,MIA,1,2,2
460,PHI,11/25/16,CHI,1,2,3
461,GSW,11/25/16,LAL,0,2,2
462,DET,11/25/16,LAC,1,2,2
463,MIN,11/25/16,PHX,0,2,2
464,PHX,11/25/16,MIN,1,2,2
465,HOU,11/25/16,SAC,0,2,2
466,SAS,11/25/16,BOS,0,2,2
467,DEN,11/25/16,OKC,1,2,2
468,NOP,11/25/16,POR,0,2,2
469,MIL,11/25/16,TOR,1,4,2
470,WAS,11/25/16,ORL,0,4,2
471,OKC,11/25/16,DEN,0,2,2
472,DAL,11/25/16,CLE,0,2,2
473,NYK,11/25/16,CHA,1,3,2
474,LAL,11/25/16,GSW,1,2,2
475,TOR,11/25/16,MIL,0,2,4
476,CHI,11/25/16,PHI,0,3,2
477,UTA,11/25/16,ATL,1,2,2
478,MIA,11/26/16,MEM,1,1,1
479,WAS,11/26/16,SAS,1,1,1
480,NYK,11/26/16,CHA,0,1,1
481,GSW,11/26/16,MIN,1,1,1
482,CHA,11/26/16,NYK,1,1,1
483,OKC,11/26/16,DET,1,1,1
484,SAS,11/26/16,WAS,0,1,1
485,MIN,11/26/16,GSW,0,1,1
486,MEM,11/26/16,MIA,0,1,1
487,DET,11/26/16,OKC,0,1,1
488,CLE,11/27/16,PHI,0,2,2
489,IND,11/27/16,LAC,1,2,2
490,ATL,11/27/16,LAL,0,2,2
491,POR,11/27/16,HOU,1,2,2
492,PHI,11/27/16,CLE,1,2,2
